Disease,Protein
D009101,Q7Z551
D013274,Q7Z551
D008175,Q9UKN1
D008175,Q8WXI7
D010051,Q8WXI7
D012004,Q9UMI9
D000022,Q9UP82
D002292,Q9UP82
D011471,Q9UP82
D013274,Q6W3D1
D001249,Q8TAX7
D011125,Q5T418
D003110,Q5T418
D013274,Q5T418
D005334,Q03426
D007249,Q03426
D010003,Q14764
D006333,P20591
D015470,P20591
D013274,P20591
D008545,Q75MY8
D007674,Q5V9L6
D011471,Q5V9L6
D002289,Q9NR99
D001249,Q708E9
D009447,Q708E9
D011471,Q9BQG0
D002277,Q16591
D002289,Q16591
D002294,Q16591
D003110,Q16591
D015179,Q16591
D016889,Q16591
D005909,Q16591
D015470,Q16591
D008113,Q16591
D008175,Q16591
D008527,Q16591
D009362,Q16591
D009369,Q16591
D009447,Q16591
D012516,Q16591
D010051,Q16591
D010190,Q16591
D011471,Q16591
D013274,Q16591
D001749,Q16591
D008527,P12524
D011471,P12524
D002280,P04198
D008527,P04198
D009336,P04198
D009447,P04198
D006973,Q99836
D007249,Q99836
D011014,Q99836
D015470,Q66K75
D010003,Q9UKX3
D011471,Q7Z406
D001281,Q1ED46
D002311,Q1ED46
D001281,Q5GJ54
D002311,Q5GJ54
D006973,Q5GJ54
D009203,Q5GJ54
D001943,Q86XU5
D007676,Q86XU5
D001929,Q6IBG1
D004715,Q5TIA5
D001929,Q3B765
D005767,Q3B765
D005901,Q3B765
D006937,Q3B765
D006967,Q3B765
D009362,Q3B765
D011014,Q3B765
D001281,Q8IUG5
D008175,Q8IUG5
D008654,Q8IUG5
D001281,Q12965
D001321,Q8N618
D003967,Q7Z7A5
D008113,Q7Z7A5
D019966,Q9NQX4
D019966,Q5JVM0
D008545,Q13402
D005901,Q6PKX1
D005902,Q6PKX1
D006333,Q6PKX1
D001281,Q6N065
D001281,Q9UBF9
D001281,Q9NP98
D001281,Q86TC9
D012871,Q92802
D009103,Q96AH0
D001281,Q13765
D009369,Q96RE7
D009362,Q9UJ70
D011471,Q9UJ70
D008607,Q14769
D011471,Q14769
D015179,P43490
D017449,P43490
D009765,P43490
D064420,Q9HAQ5
D009369,Q9HAQ5
D011471,Q9HAQ5
D001749,Q9HAQ5
D001943,Q400I7
D003324,Q400I7
D004342,Q400I7
D064420,Q400I7
D008113,Q400I7
D054198,Q400I7
D011471,Q400I7
D001749,Q400I7
D001281,Q8IVL1
D001321,Q6PJB7
D002292,Q6PJB7
D009293,Q6PJB7
D013274,Q8IW45
D001321,Q5T321
D003324,Q6ZS30
D000022,P13591
D016889,Q6NUR1
D010300,Q86XI2
D009369,Q6PIU2
D001172,P14598
D006937,P14598
D006973,P14598
D007676,P14598
D008180,P14598
D001172,Q0Q616
D003424,Q6FGM9
D009404,P16333
D000544,Q53TG4
D009404,Q53TG4
D001943,Q15788
D004715,Q15788
D009362,Q15788
D011471,Q15788
D001943,Q569J4
D011471,Q569J4
D001943,Q569F6
D002289,Q569F6
D002294,Q569F6
D007938,Q569F6
D011471,Q569F6
D013964,Q13772
D004715,Q1RMZ3
D011471,Q8N4U9
D001943,Q86W52
D004715,Q86W52
D005909,Q86W52
D008113,Q86W52
D011471,Q86W52
D001749,Q86W52
D008288,Q05D23
D000544,Q5T211
D012559,Q9T9Y1
D002277,Q99608
D004715,Q8TB73
D001943,Q92597
D002289,Q92597
D021441,Q92597
D002292,Q92597
D005909,Q92597
D007680,Q92597
D008113,Q92597
D008545,Q92597
D009362,Q92597
D011471,Q92597
D003110,Q9UN36
D008607,P52848
D011471,P52849
D011471,Q9H3R1
D001172,Q9NRX3
D013274,Q9P1A0
D010003,Q08E91
D010003,P49821
D013274,P49821
D001714,Q9UEH5
D012559,Q9UEH5
D001281,Q5JUU8
D000544,Q92692
D001943,Q92692
D006561,Q92692
D015470,Q92692
D009103,Q92692
D009362,Q92692
D010051,Q92692
D010300,Q92692
D011471,Q92692
D012595,Q92692
D001749,Q92692
D004715,Q5XLQ3
D006973,Q5XLQ3
D009103,Q14511
D004715,P07197
D009765,Q7Z3B1
D009765,Q96FI4
D002289,P51955
D007674,Q8TD19
D004830,Q2YDX4
D003924,Q13562
D004827,Q5QGS0
D001321,Q9UMU3
D005354,Q9UMU3
D005909,Q9UMU3
D008607,Q9UMU3
D015470,Q9UMU3
D008545,Q9UMU3
D010673,Q9UMU3
D012509,Q9UMU3
D002292,Q9NRW8
D008654,Q9NRW8
D003924,Q13469
D006976,Q13469
D058186,Q16236
D000690,Q16236
D001943,Q16236
D002289,Q16236
D021441,Q16236
D002294,Q16236
D002303,Q16236
D017449,Q16236
D003928,Q16236
D064420,Q16236
D016889,Q16236
D005767,Q16236
D006333,Q16236
D006973,Q16236
D007642,Q16236
D007674,Q16236
D008103,Q16236
D008105,Q16236
D008113,Q16236
D009336,Q16236
D009362,Q16236
D016649,Q16236
D011471,Q16236
D018487,Q16236
D011471,Q6FI30
D058186,P19838
D002545,P19838
D003110,P19838
D003924,P19838
D007676,P19838
D008105,P19838
D001161,P25963
D002545,P25963
D001943,P25963
D006689,P25963
D010190,P25963
D011565,P25963
D014657,P25963
D001172,Q96F31
D008545,Q96F31
D001172,Q5STV6
D008175,P23511
D019970,P01138
D003320,P01138
D003556,P01138
D004830,P01138
D007249,P01138
D007676,P01138
D010300,P01138
D020734,P01138
D012640,P01138
D013226,P01138
D008545,P08138
D011471,P08138
D012640,P08138
D006973,Q15599
D009765,Q02577
D011471,Q6P499
D001919,Q9Y2I1
D001943,Q9Y2I1
D007022,Q9Y2I1
D012559,Q5M9Q1
D001281,P52952
D002311,P52952
D018636,P52952
D020521,P52952
D013771,P52952
D011471,Q99801
D003924,P78426
D001321,Q8N2Q7
D001321,Q4G160
D001321,Q8N0W4
D002292,P59046
D000152,Q96P20
D000707,Q96P20
D003424,Q96P20
D004342,Q96P20
D005512,Q96P20
D007249,Q96P20
D009103,Q96P20
D011654,Q96P20
D017511,Q96P20
D011537,Q14956
D001943,Q4VBL0
D015179,P15531
D009362,P15531
D015179,Q6FHN3
D008654,Q6FHN3
D010003,Q6FHN3
D010051,Q6FHN3
D019966,Q9Y5B8
D002289,Q16517
D009447,Q16517
D000152,Q7Z597
D003093,Q7Z597
D003424,Q7Z597
D003872,Q7Z597
D015212,Q7Z597
D017511,Q7Z597
D011471,Q76FK4
D008113,Q9Y3C1
D013274,Q9BSN3
D001943,Q86U38
D003866,Q8WY41
D005334,Q8WY41
D006501,Q8WY41
D010300,Q8WY41
D011833,Q8WY41
D012559,Q8WY41
D012640,Q8WY41
D013226,Q8WY41
D058186,P60321
D001249,P60321
D001321,P60321
D001929,P60321
D002545,P60321
D001943,P60321
D002056,P60321
D003110,P60321
D003924,P60321
D004381,P60321
D004938,P60321
D006333,P60321
D006973,P60321
D007249,P60321
D007674,P60321
D008105,P60321
D008175,P60321
D008288,P60321
D009175,P60321
D009203,P60321
D009336,P60321
D011565,P60321
D012640,P60321
D018805,P60321
D012772,P60321
D013226,P60321
D013276,P60321
D020521,P60321
D013345,P60321
D013375,P60321
D014552,P60321
D058186,P60323
D000544,P60323
D001161,P60323
D001281,P60323
D001943,P60323
D003324,P60323
D003924,P60323
D003925,P60323
D003928,P60323
D007172,P60323
D004938,P60323
D006333,P60323
D006973,P60323
D006976,P60323
D006978,P60323
D007248,P60323
D008105,P60323
D009203,P60323
D009369,P60323
D011225,P60323
D011471,P60323
D011654,P60323
D018805,P60323
D013274,P60323
D013276,P60323
D017180,P60323
D018879,P60323
D001943,Q6IAD4
D021441,Q6IAD4
D002294,Q6IAD4
D003110,Q6IAD4
D005909,Q6IAD4
D008223,Q6IAD4
D001943,Q6IQ50
D002294,Q6IQ50
D003924,Q6IQ50
D005909,Q6IQ50
D008175,Q6IQ50
D013274,Q6IQ50
D001943,Q9UM47
D002289,Q9UM47
D021441,Q9UM47
D002294,Q9UM47
D005909,Q9UM47
D008175,Q9UM47
D001943,Q6P3V5
D021441,Q6P3V5
D002294,Q6P3V5
D003110,Q8TCT3
D006333,Q8TCT3
D006937,Q8TCT3
D011471,Q9HBY0
D003110,Q9NPH5
D006333,Q9NPH5
D006973,Q9NPH5
D007676,Q9NPH5
D008545,Q9NZP6
D001321,Q99743
D009404,Q9NP85
D015470,Q9BTI9
D015473,Q9BTI9
D013274,Q9BTI9
D058186,P01160
D018288,P01160
D002311,P01160
D004374,P01160
D006333,P01160
D006973,P01160
D007022,P01160
D008103,P01160
D008175,P01160
D008545,P01160
D009203,P01160
D009362,P01160
D010146,P01160
D011471,P01160
D001281,P16860
D002311,P16860
D003324,P16860
D004417,P16860
D006333,P16860
D006973,P16860
D006976,P16860
D007008,P16860
D007022,P16860
D007249,P16860
D010146,P16860
D011183,P16860
D017180,P16860
D018487,P16860
D006130,P23582
D006333,P16066
D006973,P16066
D007674,P16066
D010146,P16066
D011471,Q60I31
D012559,Q8WTW4
D001008,P0C0P6
D019970,P0C0P6
D001249,Q6W5P4
D006973,Q9UFM8
D013375,P47972
D000437,P01303
D000544,P01303
D000855,P01303
D001008,P01303
D001249,P01303
D002544,P01303
D019970,P01303
D003866,P01303
D004827,P01303
D004833,P01303
D009127,P01303
D012220,P01303
D012640,P01303
D019966,P01303
D013375,P01303
D001008,P25929
D003866,P25929
D009765,P25929
D014098,P25929
D000437,P49146
D019970,P49146
D004827,P49146
D004833,P49146
D013375,P49146
D009765,Q15761
D058186,Q3B792
D001249,Q3B792
D001943,Q3B792
D002289,Q3B792
D015179,Q3B792
D006470,Q3B792
D007674,Q3B792
D009101,Q3B792
D009369,Q3B792
D009765,Q3B792
D010300,Q3B792
D054198,Q3B792
D011471,Q3B792
D001749,Q3B792
D001943,Q5TD07
D007006,P51843
D009765,Q15466
D004715,Q96B66
D003424,Q6IPQ7
D005119,Q6IPQ7
D007248,Q6IPQ7
D007249,Q6IPQ7
D008113,Q6IPQ7
D009336,Q6IPQ7
D004938,Q9H4M8
D007247,Q9H4M8
D009765,Q9H4M8
D012516,Q9H4M8
D008113,Q6GZ88
D009765,Q6GZ88
D004715,P13056
D004715,Q6PHZ7
D001943,P10589
D004715,P24468
D007247,P24468
D001943,P10588
D004715,P10588
D001281,Q3MSN4
D001714,Q3MSN4
D019970,Q3MSN4
D003866,Q3MSN4
D064420,Q3MSN4
D004715,Q3MSN4
D006973,Q3MSN4
D007008,Q3MSN4
D009798,Q3MSN4
D011471,Q3MSN4
D011618,Q3MSN4
D012559,Q3MSN4
D002311,Q4W5E8
D004715,Q4W5E8
D006333,Q4W5E8
D009203,Q4W5E8
D018487,Q4W5E8
D004715,P22736
D007674,P22736
D010190,P22736
D001171,P43354
D015179,P43354
D012871,P43354
D001171,Q92570
D001172,Q92570
D006937,Q92570
D000309,Q5T6F7
D004715,Q5T6F7
D007248,Q5T6F7
D010051,Q5T6F7
D016649,Q5T6F7
D007247,Q9Y5V6
D010190,Q9Y5V6
D001932,Q7Z6K4
D015179,Q5U091
D015470,Q5U091
D015473,Q5U091
D007964,Q5U091
D008223,Q5U091
D008545,Q5U091
D009447,Q5U091
D012004,Q5U091
D001321,Q75ML9
D001943,Q75ML9
D015179,Q75ML9
D019966,Q75ML9
D001171,Q96IB3
D001943,Q96IB3
D006333,Q96IB3
D008175,Q96IB3
D010146,Q96IB3
D012559,Q96IB3
D013276,Q96IB3
D012559,P56975
D012559,Q92686
D001943,P48552
D016889,P48552
D006333,P48552
D009203,P48552
D012559,P48552
D004715,Q9H2E1
D010190,Q9H2E1
D011471,Q9H2E1
D001321,Q96GU8
D012640,Q96GU8
D001749,Q5VTS2
D001321,Q49A31
D008607,Q49A31
D012559,Q49A31
D019966,Q9Y4C0
D001321,Q96L73
D008607,Q96L73
D002277,Q6X4W1
D001943,Q8TEA1
D009362,Q8TEA1
D015179,Q8TCD5
D064420,Q5JUV6
D054198,Q5JUV6
D008545,Q9H2R1
D009447,Q96B60
D013274,Q96B60
D001321,P20783
D003929,P20783
D004830,P20783
D012559,P20783
D013226,P20783
D001321,P34130
D008607,P34130
D001714,Q5IEC7
D015179,Q5IEC7
D012559,Q5IEC7
D001714,Q96CW9
D012559,Q96CW9
D001714,P04629
D009447,P04629
D011618,P04629
D012559,P04629
D001321,Q8WXJ8
D001714,Q8WXJ8
D019970,Q8WXJ8
D009447,Q8WXJ8
D009765,Q8WXJ8
D013226,Q8WXJ8
D004715,Q96CY4
D015470,Q96CY4
D013226,Q96CY4
D001919,Q6FH20
D009127,Q6FH20
D010146,P30989
D012559,P30989
D011471,Q2L696
D001281,Q9H1E3
D008113,Q8IVD9
D001943,P0C025
D001943,P50583
D008113,P0C024
D017449,Q9UNL7
D015473,Q9UNL7
D015470,P35658
D054198,P35658
D015470,Q9HDC8
D009503,Q9HDC8
D003924,Q96E22
D008545,Q96E22
D015179,Q9BXS6
D015179,Q6DKJ4
D008113,P04181
D058186,Q16625
D001943,Q16625
D009369,Q16625
D003110,P11926
D015179,P11926
D006333,Q9ULD0
D002292,Q9HCR7
D003924,Q9HCR7
D006816,Q9HCR7
D007248,Q9HCR7
D008175,Q9HCR7
D008179,Q9HCR7
D008223,Q9HCR7
D009765,Q9HCR7
D011471,Q9HCR7
D012871,Q9HCR7
D009362,Q5TBF5
D011471,Q9BWJ9
D004715,Q6UX06
D001171,P78380
D006333,P78380
D006973,P78380
D009203,P78380
D010051,Q6B0I4
D001281,Q0PJU0
D004827,P41143
D007024,P41143
D019966,P41143
D013375,P41143
D001145,P41145
D019970,P41145
D010146,P41145
D012640,P41145
D013375,P41145
D001145,Q6FGM5
D013375,Q6FGM5
D000437,Q71V90
D019970,Q71V90
D003248,Q71V90
D020820,Q71V90
D004827,Q71V90
D006501,Q71V90
D007024,Q71V90
D009325,Q71V90
D011537,Q71V90
D012640,Q71V90
D019966,Q71V90
D002292,Q8NGP0
D019966,Q8TCB6
D012871,Q8NH18
D001749,Q8NH09
D006973,Q96D31
D058186,P02763
D064420,P02763
D001249,Q9P0R7
D003093,Q9P0R7
D001171,P13725
D021441,P13725
D009362,P13725
D002289,Q99650
D004715,Q8N2R0
D008527,P32243
D001008,P01178
D001321,P01178
D002277,P01178
D003110,P01178
D004412,P01178
D004487,P01178
D004830,P01178
D006261,P01178
D006973,P01178
D007022,P01178
D007249,P01178
D010146,P01178
D011141,P01178
D012640,P01178
D013035,P01178
D001321,P30559
D002289,P30559
D012559,P30559
D004827,Q32MC3
D004827,Q99571
D004833,Q99571
D004833,Q15G98
D015451,Q15G98
D008103,Q15G98
D009103,Q15G98
D013119,Q15G98
D013927,P47900
D006470,Q9H244
D008180,Q9H244
D009203,Q9H244
D013927,Q9H244
D054198,Q86VZ1
D010003,Q8IVL6
D011471,Q96C96
D013274,Q6PIN5
D001943,P11940
D001749,P11940
D001714,Q6VY07
D009765,Q6VY07
D019966,Q6VY07
D001172,Q6EVJ7
D002277,Q6EVJ7
D000022,Q5T6T6
D001943,Q5T6T6
D054198,Q9NWQ8
D012559,Q9NWQ8
D015179,Q6FID7
D001943,Q16512
D002292,Q16512
D013964,Q16512
D001281,Q13177
D012559,Q13177
D011471,Q9NQU5
D001943,Q86YC2
D010190,Q86YC2
D011471,Q86YC2
D010190,Q8WX93
D001008,Q7KYY0
D003924,Q7KYY0
D012640,Q7KYY0
D006333,Q6UXH9
D020521,Q6QHF9
D000789,Q5QFB7
D003324,Q5QFB7
D004715,Q5QFB7
D007247,Q5QFB7
D009203,Q5QFB7
D011471,Q8N4S7
D011471,Q5VWV2
D010300,Q99497
D020734,Q99497
D000505,Q6PJL0
D001249,Q6PJL0
D002545,Q6PJL0
D001943,Q6PJL0
D015179,Q6PJL0
D003872,Q6PJL0
D007249,Q6PJL0
D008607,Q6PJL0
D007674,Q6PJL0
D008545,Q6PJL0
D009101,Q6PJL0
D009765,Q6PJL0
D010195,Q6PJL0
D020734,Q6PJL0
D011014,Q6PJL0
D011471,Q6PJL0
D011654,Q6PJL0
D013119,Q6PJL0
D020760,Q6PJL0
D003110,Q9UKK3
D019966,Q9NVD7
D001321,Q9UEW8
D011471,Q8NI35
D019966,Q8NI35
D016889,Q96IZ0
D011471,Q96IZ0
D004715,Q6YFJ8
D007676,Q6YFJ8
D012509,P23760
D003924,Q3KNR5
D008545,Q3KNR5
D054198,Q9BXX4
D001321,Q8IVH0
D003924,Q8IVH0
D008607,Q8IVH0
D008545,Q8IVH0
D011471,Q8IVH0
D013274,Q8IVH0
D015179,Q06710
D002292,Q86U86
D019966,Q53YC7
D001714,P11498
D001943,Q53SS8
D001321,Q14DV7
D000544,Q9BZA7
D011471,Q9BZA8
D019966,Q96QU1
D004827,Q8TAB3
D008545,Q9UN66
D001943,Q9Y5F9
D006333,P35558
D009765,P35558
D012559,Q9UIS9
D001932,Q7Z6A3
D003110,Q7Z6A3
D008175,Q7Z6A3
D011565,Q7Z6A3
D011833,Q7Z6A3
D008180,Q9H6A9
D008103,Q15113
D003110,P48539
D009765,P29120
D003924,P16519
D007674,Q5JSG7
D003324,Q8NBP7
D006937,Q8NBP7
D008175,Q15116
D008180,Q15116
D008545,Q15116
D009103,Q15116
D008175,Q5VZS7
D010003,Q8WUM4
D019966,Q8TAE4
D001943,Q8IW54
D009203,Q14432
D020521,Q14432
D013927,Q14432
D001321,Q9HC31
D000437,Q07343
D001249,Q07343
D001321,Q07343
D001714,Q07343
D015470,Q07343
D012559,Q07343
D012871,Q07343
D001249,Q08499
D011471,Q08499
D009362,Q9P0K6
D000312,Q3ZCW6
D009127,Q3ZCW6
D001943,Q9UGN0
D002277,Q9UGN0
D008654,Q9UGN0
D013920,Q9UGN0
D013964,Q9UGN0
D013920,P78450
D008654,Q9NRA1
D003324,Q9GZP0
D006333,P16234
D017681,P16234
D008527,P16234
D015179,Q15198
D010003,Q9UNV7
D011471,Q9UNV7
D013274,Q9UNV7
D002292,P11177
D009369,P30101
D011471,P30101
D008175,P50479
D003424,Q96HC4
D011471,Q9P0J1
D008113,Q9NUG6
D011471,Q96DB6
D003924,P52945
D010190,P52945
D002292,Q86XE2
D000437,Q2YEM6
D001919,Q2YEM6
D019970,Q2YEM6
D004409,Q2YEM6
D020820,Q2YEM6
D007022,Q2YEM6
D010146,Q2YEM6
D020734,Q2YEM6
D011537,Q2YEM6
D012120,Q2YEM6
D012640,Q2YEM6
D001943,Q5T2W1
D011471,Q5T2W1
D011471,Q13113
D002277,P30086
D002292,P30086
D006333,P30086
D001321,P16284
D001327,P16284
D003324,P16284
D013921,P16284
D064420,Q53T26
D012871,Q53T26
D008103,Q71UY0
D004409,Q3B7B1
D009290,Q3B7B1
D009293,Q3B7B1
D010146,Q3B7B1
D011471,Q3B7B1
D003924,P12955
D012140,P12955
D001171,Q9H2D0
D001321,Q9H2D0
D015464,Q9H2D0
D013375,Q9H2D0
D001943,Q8TAR6
D015464,Q8TAR6
D013375,Q8TAR6
D009765,Q29R61
D001327,P02776
D006967,P02776
D011014,P02776
D013921,P02776
D013927,P02776
D009765,Q9H178
D012871,Q9H178
D002277,Q6P6D7
D002289,Q6P6D7
D002294,Q6P6D7
D013274,Q6P6D7
D011471,P15259
D012559,Q96JS3
D008175,P53609
D002292,P00558
D015179,Q9H1D2
D001943,Q8NG45
D002277,Q8NG45
D016889,Q8NG45
D004715,Q8NG45
D008654,Q8NG45
D000544,Q6IB11
D011471,Q6IB11
D003324,Q4VY12
D009203,Q4VY12
D001943,P35232
D002277,P35232
D004938,P35232
D012559,P35232
D013274,P35232
D015179,Q8N4B1
D001943,Q8N5M8
D002289,Q8N5M8
D008113,Q8N5M8
D008545,Q8N5M8
D011471,Q8N5M8
D001281,Q8WV24
D017449,Q8WV24
D002289,Q53GA4
D012516,Q53GA4
D009203,Q9Y5J5
D001281,Q8NEI7
D008180,Q9P1Y6
D012871,Q1XBU8
D000544,Q13492
D015470,Q13492
D002292,Q9HB75
D012640,Q9H3S5
D020246,Q9H3S5
D011471,P57054
D013274,Q8TE27
D009362,Q5SWA0
D001943,P42336
D002280,P42336
D002292,P42336
D002294,P42336
D015179,P42336
D006130,P42336
D008175,P42336
D009362,P42336
D010051,P42336
D011471,P42336
D012509,P42336
D013274,P42336
D018487,P42336
D011471,Q6PJ60
D012559,Q6PJ60
D001321,P48736
D003924,P48736
D006333,P48736
D008527,P48736
D002277,P27986
D011471,P27986
D011471,Q96EV4
D000544,Q9UKJ1
D001943,P11309
D017449,P11309
D005909,P11309
D011704,P11309
D015470,Q9P1W9
D001943,Q8NFL2
D009447,Q9BXM7
D010300,Q9BXM7
D020734,Q9BXM7
D012852,P12273
D008545,P48426
D001749,Q99755
D001321,P78337
D001281,Q99697
D020521,Q99697
D019966,Q96J94
D002277,P14618
D008545,Q0IJ49
D001281,Q99959
D011471,Q9Y446
D009336,Q9C011
D015179,Q8NI47
D004715,Q8NI47
D000690,Q14064
D001321,Q14064
D001943,Q14064
D003872,Q14064
D004381,Q14064
D012128,Q14064
D001249,Q13093
D003327,Q13093
D020521,Q13093
D019966,Q13018
D007249,Q9Y263
D013274,Q9UM63
D000402,P00750
D001157,P00750
D001929,P00750
D002545,P00750
D002544,P00750
D017449,P00750
D004617,P00750
D006333,P00750
D006470,P00750
D006973,P00750
D007022,P00750
D002542,P00750
D017116,P00750
D009203,P00750
D009461,P00750
D011655,P00750
D012770,P00750
D020521,P00750
D013923,P00750
D013927,P00750
D020246,P00750
D018487,P00750
D000544,Q9UEJ5
D000787,Q9UEJ5
D000789,Q9UEJ5
D001157,Q9UEJ5
D001249,Q9UEJ5
D001929,Q9UEJ5
D002545,Q9UEJ5
D002544,Q9UEJ5
D003327,Q9UEJ5
D006083,Q9UEJ5
D006470,Q9UEJ5
D007022,Q9UEJ5
D002542,Q9UEJ5
D008103,Q9UEJ5
D009203,Q9UEJ5
D009362,Q9UEJ5
D009393,Q9UEJ5
D010190,Q9UEJ5
D011471,Q9UEJ5
D011655,Q9UEJ5
D013274,Q9UEJ5
D020521,Q9UEJ5
D013923,Q9UEJ5
D013927,Q9UEJ5
D020246,Q9UEJ5
D014693,Q9UEJ5
D001171,Q9UPI5
D001321,Q9UPI5
D002277,Q9UPI5
D007249,Q9UPI5
D009362,Q9UPI5
D009369,Q9UPI5
D011471,Q9UPI5
D001172,Q6P1J6
D002289,Q6P4A8
D003110,Q8IV92
D010146,Q8IV92
D012559,Q8IV92
D008545,Q15147
D010003,P51178
D013274,Q9P212
D000544,P16885
D015212,P16885
D015451,P16885
D012559,Q9UPR0
D001172,Q96BZ4
D001321,Q8N7P1
D001172,P08567
D011471,Q9NYT0
D003924,Q5RGS4
D010051,Q96S99
D001714,Q5T4P9
D009369,Q5SXH7
D058186,Q9UMI2
D064420,Q9UMI2
D006973,Q9UMI2
D020246,Q9UMI2
D013274,Q5SYF5
D007938,P53350
D001171,Q9NYY3
D002277,Q9NYY3
D064420,Q9NYY3
D001281,Q5R352
D009203,Q5R352
D018487,Q5R352
D001171,Q96QU5
D008103,Q96QU5
D010003,Q96QU5
D012640,Q8TBJ4
D008113,Q14651
D010003,P13797
D015228,P55058
D016889,P51805
D015451,Q13794
D019966,Q13794
D009765,P20382
D008545,P40967
D005909,Q9UE85
D015473,Q9UE85
D009362,Q9UE85
D011471,Q9UE85
D012559,Q9UE85
D011471,Q5XG96
D009362,Q5FBX0
D012208,Q5FBX0
D002292,Q8N490
D012640,Q96T60
D007022,Q9BYY3
D010146,Q9BYY3
D020734,Q9BYY3
D013375,Q9BYY3
D006333,Q96AD5
D018487,Q96AD5
D013226,Q9NVS9
D003110,P06746
D015451,P06746
D001749,P06746
D015179,P28340
D016889,P28340
D007006,P28340
D015179,Q8WUF6
D015179,Q96IE1
D004827,Q6LCA9
D007248,Q6LCA9
D020734,Q6LCA9
D012640,Q6LCA9
D005909,Q9UBT6
D011471,Q9UBT6
D019966,Q7Z776
D013274,Q9P1U0
D013274,Q9Y2Y1
D058186,Q6LDP0
D015210,Q6LDP0
D001321,Q6LDP0
D001714,Q6LDP0
D001919,Q6LDP0
D002056,Q6LDP0
D002292,Q6LDP0
D002547,Q6LDP0
D019970,Q6LDP0
D003248,Q6LDP0
D003480,Q6LDP0
D003556,Q6LDP0
D003866,Q6LDP0
D004487,Q6LDP0
D004827,Q6LDP0
D004830,Q6LDP0
D005128,Q6LDP0
D005158,Q6LDP0
D005334,Q6LDP0
D005767,Q6LDP0
D006333,Q6LDP0
D006470,Q6LDP0
D006628,Q6LDP0
D006973,Q6LDP0
D006996,Q6LDP0
D007008,Q6LDP0
D007022,Q6LDP0
D007674,Q6LDP0
D008545,Q6LDP0
D009103,Q6LDP0
D009157,Q6LDP0
D009325,Q6LDP0
D009336,Q6LDP0
D009765,Q6LDP0
D010146,Q6LDP0
D011014,Q6LDP0
D011183,Q6LDP0
D012148,Q6LDP0
D012640,Q6LDP0
D012893,Q6LDP0
D013036,Q6LDP0
D013375,Q6LDP0
D014552,Q6LDP0
D000690,Q96P91
D001172,Q96P91
D001321,Q96P91
D001932,Q96P91
D015179,Q96P91
D003248,Q96P91
D003324,Q96P91
D003327,Q96P91
D003866,Q96P91
D003928,Q96P91
D006333,Q96P91
D006484,Q96P91
D006937,Q96P91
D006951,Q96P91
D006938,Q96P91
D007248,Q96P91
D008175,Q96P91
D008223,Q96P91
D011471,Q96P91
D001749,Q96P91
D006938,Q6PJZ2
D010051,P0DMW2
D000312,Q63HL4
D000568,Q63HL4
D006333,Q63HL4
D001749,Q63HL4
D015179,Q15063
D004342,Q15063
D008103,Q15063
D007945,Q5MJ35
D008545,Q5MJ35
D001172,Q03052
D001714,P20265
D010003,P20264
D015470,Q01851
D001321,P78424
D002277,Q86SF0
D003424,Q86SF0
D003876,Q86SF0
D003924,Q86SF0
D064420,Q86SF0
D006951,Q86SF0
D006973,Q86SF0
D015228,Q86SF0
D007003,Q86SF0
D007249,Q86SF0
D007674,Q86SF0
D007676,Q86SF0
D008113,Q86SF0
D009369,Q86SF0
D009765,Q86SF0
D011471,Q86SF0
D008545,Q03181
D009765,Q03181
D058186,Q86WD1
D000544,Q86WD1
D003110,Q86WD1
D015179,Q86WD1
D003424,Q86WD1
D003924,Q86WD1
D003928,Q86WD1
D006333,Q86WD1
D006973,Q86WD1
D007249,Q86WD1
D015473,Q86WD1
D008113,Q86WD1
D008545,Q86WD1
D009765,Q86WD1
D010003,Q86WD1
D010190,Q86WD1
D011225,Q86WD1
D011565,Q86WD1
D013274,Q86WD1
D013345,Q86WD1
D013964,Q86WD1
D000690,Q9UBK2
D003924,Q9UBK2
D006333,Q9UBK2
D009203,Q9UBK2
D010300,Q9UBK2
D000690,Q8TAL0
D001943,Q8TAL0
D009765,Q8TAL0
D006967,P02775
D006973,P02775
D008175,P02775
D011471,Q8ND30
D002289,P62937
D002294,P62937
D009362,P62937
D013274,P62937
D013274,P45877
D014456,P30405
D001943,Q8NEA7
D015179,Q96MI6
D006333,Q8N3J5
D009765,Q5SGD2
D015179,Q96TC9
D010051,Q9UPN1
D001943,Q6GQY8
D007938,Q8WUF5
D015179,Q96A00
D008654,Q96A00
D008545,Q96C90
D001145,Q13522
D006333,Q13522
D020820,Q9UD71
D003924,Q16821
D012852,Q96HI8
D001249,Q6I9T8
D010003,P30153
D013274,P30153
D008175,P30154
D011471,P63151
D001281,Q6P0N9
D015451,Q96B13
D010195,Q08209
D011471,Q08209
D001749,P48454
D002280,Q5T1S7
D008545,Q5T1S7
D009369,Q5T0S4
D006130,Q4VY28
D002289,P78395
D002292,P78395
D006258,P78395
D007938,P78395
D015464,P78395
D008527,P78395
D008545,P78395
D009101,P78395
D012509,P78395
D002292,Q96FT4
D001172,Q5T4E8
D003093,Q5T4E8
D008180,Q5T4E8
D054198,Q9GZV8
D003324,Q9HAZ2
D013964,Q13029
D001749,Q13029
D002289,Q06830
D004938,Q06830
D008175,Q06830
D002277,P32119
D004938,P32119
D008545,P32119
D012516,P32119
