Disease,Disease,Similarity
D019305,C563834,0.2023
D002607,D031845,0.20426
D002607,D015845,0.27882
D002607,D000544,0.21941
D002607,C531617,0.31466
D002607,D001478,0.31161
D002607,C562419,0.23534
D002607,C566188,0.28102
D002607,D001943,0.20889
D002607,D002311,0.24079
D002607,D002349,0.28855
D002607,D002607,1
D002607,D002607,0.51553
D002607,C562509,0.24951
D002607,D003103,0.21718
D002607,D046589,0.29999
D002607,D020191,0.2393
D002607,D003924,0.22005
D002607,D009103,0.30639
D002607,D004387,0.22424
D002607,C538007,0.26114
D002607,D003966,0.32602
D002607,D004916,0.36076
D002607,D004938,0.20652
D002607,D020386,0.23245
D002607,D005879,0.24236
D002607,C564234,0.25496
D002607,D005902,0.22181
D002607,D005910,0.26541
D002607,D006816,0.28072
D002607,D011546,0.22854
D002607,C535694,0.28071
D002607,D015417,0.55021
D002607,C537156,0.25313
D002607,C537907,0.20711
D002607,D019578,0.26003
D002607,D018979,0.20519
D002607,D000699,0.36935
D002607,D008258,0.22497
D002607,D008382,0.23987
D002607,D008527,0.25971
D002607,D000096142,0.22074
D002607,D000096142,0.23418
D002607,D000098943,0.21871
D002607,D009223,0.36091
D002607,C563534,0.24971
D002607,D020754,0.35479
D002607,D020754,0.33475
D002607,C563476,0.25433
D002607,D010235,0.28342
D002607,D020967,0.26286
D002607,D010300,0.21155
D002607,D007690,0.2179
D002607,D011125,0.30151
D002607,D017118,0.25718
D002607,D011218,0.26948
D002607,D012175,0.31058
D002607,D001172,0.22923
D002607,D002607,0.52655
D002607,D012507,0.20545
D002607,D012559,0.23609
D002607,D017492,0.26166
D002607,D058496,0.40844
D002607,D020754,0.32667
D002607,D020754,0.32309
D002607,D016750,0.28877
D002607,D013285,0.21343
D002607,C536545,0.26101
D002607,D004314,0.26615
D002607,C565346,0.23347
D002607,D009396,0.23003
D002607,C536353,0.23454
D002607,D000326,0.21361
D002607,D038261,0.2453
D002607,D002549,0.2388
D002607,D056769,0.21615
D002607,D009472,0.32822
D002607,C535387,0.20409
D002607,D001260,0.25902
D002607,C538013,0.21952
D002607,D001321,0.21929
D002607,C536778,0.2835
D002607,C538280,0.22105
D002607,C565850,0.23389
D002607,D003057,0.34984
D002607,D003554,0.25777
D002607,D005199,0.21632
D002607,D005317,0.21387
D002607,D006712,0.25026
D002607,C565498,0.21681
D002607,D010009,0.24178
D002607,D054221,0.226
D002607,D013132,0.28606
D002607,D017240,0.30866
D002607,C536988,0.23818
D002607,D009084,0.23499
D002607,D009084,0.23024
D002607,D009084,0.23647
D002607,D009084,0.2201
D002607,C537480,0.25565
D002607,D009157,0.23364
D002607,D009101,0.20271
D002607,D020194,0.20247
D002607,D009224,0.21317
D002607,D010009,0.2437
D002607,D009447,0.26774
D002607,D052556,0.26846
D002607,C536420,0.20496
D002607,D012516,0.20794
D002607,C536063,0.26963
D002607,D010190,0.30581
D002607,C564894,0.22797
D002607,C537286,0.23629
D002607,D053579,0.21432
D002607,D012035,0.30246
D002607,D012174,0.33914
D002607,D016111,0.26339
D002607,D006111,0.22918
D002607,D020176,0.24572
D002607,C562794,0.24941
D002607,D020915,0.21811
D002607,D006527,0.25838
D002607,D014983,0.29068
D002607,D000326,0.36778
D002607,D020388,0.2115
D002607,D001321,0.20258
D002607,D000795,0.2268
D002607,D006467,0.23248
D002607,D053098,0.2586
D002607,D010009,0.22302
D002607,D007706,0.24804
D002607,D020388,0.29737
D002607,D016649,0.21483
D002607,D017241,0.34863
D002607,C564015,0.22323
D002607,D057180,0.29041
D002607,C563401,0.24702
D002607,D010001,0.2404
D002607,D009223,0.28065
D002607,D002280,0.29363
D002607,D020158,0.27057
D002607,D056693,0.21502
D002607,D000098943,0.23234
D002607,D000098943,0.23946
D002607,D001321,0.23058
D002607,C564296,0.34845
D002607,D010282,0.20231
D002607,D031845,0.29381
D002607,C538052,0.23539
D002607,D000544,0.23235
D002607,C531617,0.37838
D002607,D020181,0.23173
D002607,D001478,0.25296
D002607,C562419,0.26213
D002607,C566188,0.31135
D002607,D002311,0.22318
D002607,D002349,0.27828
D002607,D002607,0.51553
D002607,D002607,1
D002607,C562509,0.27243
D002607,D003103,0.20075
D002607,D046589,0.27328
D002607,D020191,0.25344
D002607,D020790,0.25464
D002607,D009103,0.30442
D002607,C538007,0.32628
D002607,D003966,0.31987
D002607,D004916,0.31664
D002607,D020386,0.22433
D002607,D005879,0.25954
D002607,D005910,0.23558
D002607,D006816,0.3104
D002607,D012021,0.22454
D002607,C535694,0.29206
D002607,D015417,0.56121
D002607,C537156,0.27167
D002607,C537907,0.25166
D002607,D018979,0.21934
D002607,D000699,0.366
D002607,D008258,0.22337
D002607,D008382,0.30412
D002607,D008527,0.20632
D002607,D008945,0.22509
D002607,D015493,0.24808
D002607,D009223,0.35283
D002607,C563534,0.24596
D002607,D020754,0.25618
D002607,D020754,0.23049
D002607,C563476,0.25755
D002607,D010235,0.266
D002607,D020967,0.25044
D002607,D010300,0.21896
D002607,D010300,0.2156
D002607,D007690,0.25844
D002607,D011125,0.26122
D002607,D017118,0.23309
D002607,D011218,0.36881
D002607,D011371,0.20304
D002607,D012175,0.3101
D002607,D001172,0.20991
D002607,D002607,0.51585
D002607,D012559,0.22788
D002607,D012559,0.25036
D002607,D058496,0.37947
D002607,D020754,0.27565
D002607,D020754,0.24976
D002607,D016750,0.25451
D002607,D013341,0.2181
D002607,C536545,0.24226
D002607,D004314,0.3344
D002607,C565346,0.2623
D002607,C536353,0.20718
D002607,D038261,0.24133
D002607,D002549,0.20425
D002607,D056769,0.20299
D002607,C535387,0.20802
D002607,D001260,0.24255
D002607,C538013,0.24029
D002607,D001321,0.24313
D002607,C537345,0.224
D002607,C536778,0.21361
D002607,D003057,0.3382
D002607,D005199,0.25026
D002607,C565557,0.22023
D002607,D005776,0.23595
D002607,D005776,0.21046
D002607,D005317,0.2796
D002607,D006712,0.22664
D002607,D010009,0.20661
D002607,D054221,0.31022
D002607,C537153,0.20209
D002607,D013132,0.27364
D002607,D017240,0.22792
D002607,C536988,0.3074
D002607,D009084,0.23906
D002607,D009084,0.219
D002607,D009084,0.22465
D002607,C537480,0.25287
D002607,D009157,0.24395
D002607,D009101,0.20139
D002607,D020194,0.23446
D002607,D009224,0.20834
D002607,D010009,0.27135
D002607,D009447,0.27166
D002607,D052556,0.24685
D002607,C536420,0.25244
D002607,C536063,0.23228
D002607,C564894,0.30161
D002607,C537286,0.23838
D002607,C562688,0.20156
D002607,D012035,0.26279
D002607,D012174,0.29351
D002607,D016111,0.23783
D002607,D020176,0.21444
D002607,C562794,0.20093
D002607,C535393,0.20392
D002607,D006527,0.21731
D002607,D014983,0.2585
D002607,D000326,0.35579
D002607,C564714,0.24596
D002607,D020388,0.26436
D002607,D001321,0.2022
D002607,D000795,0.25084
D002607,D006467,0.23336
D002607,D053098,0.30228
D002607,C536085,0.2222
D002607,C567924,0.23261
D002607,D010009,0.27777
D002607,D007706,0.24277
D002607,D005600,0.21546
D002607,D020388,0.29255
D002607,D017241,0.25269
D002607,D020734,0.20761
D002607,D020754,0.20373
D002607,D057180,0.2936
D002607,D010001,0.22254
D002607,D009223,0.33664
D002607,D020158,0.20129
D002607,D056693,0.21441
D002607,C535500,0.23647
D002607,D018192,0.22598
D002607,D001321,0.2114
D002607,D052537,0.20029
D002607,D054429,0.22023
D002607,C564296,0.39908
D002607,D012148,0.21479
D002819,D012148,0.21554
D002819,D000544,0.23186
D002819,C536595,0.20404
D002819,C531617,0.33095
D002819,C535506,0.28739
D002819,C562419,0.20165
D002819,C566188,0.2287
D002819,D002819,1
D002819,D020936,0.20744
D002819,D046589,0.21238
D002819,C565115,0.32265
D002819,D020191,0.30053
D002819,D020790,0.22706
D002819,D020961,0.36941
D002819,C536698,0.31865
D002819,C538007,0.378
D002819,D005879,0.30451
D002819,D006816,0.3296
D002819,D015417,0.23161
D002819,C537156,0.25591
D002819,D019578,0.28379
D002819,D008269,0.21311
D002819,D009223,0.26186
D002819,D009771,0.38446
D002819,D020754,0.39607
D002819,D020754,0.37408
D002819,C563476,0.30845
D002819,D010235,0.24663
D002819,D010300,0.50247
D002819,D020967,0.20152
D002819,D010300,0.34641
D002819,D010300,0.27053
D002819,D020774,0.29651
D002819,D002607,0.28006
D002819,D012559,0.303
D002819,D058496,0.24627
D002819,D010264,0.21666
D002819,D020754,0.37929
D002819,D020754,0.3923
D002819,D016750,0.20567
D002819,D013285,0.22394
D002819,D014103,0.32469
D002819,C536545,0.44971
D002819,D004314,0.24506
D002819,D038261,0.24728
D002819,D002549,0.27368
D002819,D056769,0.24038
D002819,D009472,0.36478
D002819,D009472,0.36871
D002819,C565935,0.32699
D002819,D001260,0.24646
D002819,C538013,0.24112
D002819,D001321,0.24474
D002819,D002817,0.2973
D002819,C565850,0.29304
D002819,D003057,0.25962
D002819,D005776,0.2124
D002819,D005776,0.22938
D002819,D006712,0.2053
D002819,D010009,0.20857
D002819,D013132,0.27764
D002819,D010505,0.20005
D002819,D009084,0.2299
D002819,D009084,0.2162
D002819,D020194,0.36801
D002819,D009447,0.22061
D002819,D052556,0.3193
D002819,C538104,0.36717
D002819,C537286,0.22401
D002819,D012035,0.2119
D002819,D015212,0.2007
D002819,D012174,0.23911
D002819,D006527,0.23519
D002819,D000326,0.22734
D002819,C564714,0.24508
D002819,D001321,0.22629
D002819,C564505,0.22779
D002819,D001321,0.22676
D002819,D001321,0.23872
D002819,C567924,0.22405
D002819,D007706,0.27214
D002819,D016649,0.20818
D002819,C536692,0.21291
D002819,D017241,0.2171
D002819,C564015,0.218
D002819,D020734,0.38479
D002819,D020754,0.38292
D002819,D020754,0.39588
D002819,D057180,0.3541
D002819,D001249,0.20234
D002819,C563401,0.36151
D002819,D013494,0.37056
D002819,C566578,0.24284
D002819,C536546,0.26172
D002819,C566552,0.22066
D002819,D009223,0.21144
D002819,D012559,0.21409
D002819,D012559,0.21558
D002819,C565728,0.22472
D002819,C537537,0.3139
D002819,C565292,0.29603
D002819,C565291,0.27479
D002819,C565280,0.2959
D002819,D020158,0.21794
D002819,D001321,0.25155
D002819,C565238,0.29176
D002819,C564676,0.38627
D002819,C535428,0.33298
D002819,C536596,0.25923
D002819,D010300,0.29848
D002819,C564616,0.48443
D002819,D065631,0.24392
D002819,D001321,0.20525
D002819,C537583,0.3349
D002819,D052537,0.25706
D002819,C536119,0.24164
D002819,D004832,0.22353
D002819,C564345,0.22511
D002819,C564330,0.23759
D002819,D001321,0.20881
D002819,C535499,0.2662
D002819,C564274,0.21097
D002819,D001321,0.20567
C562509,D007644,0.22798
C562509,C535654,0.31442
C562509,D030981,0.32476
C562509,D031845,0.38835
C562509,D015845,0.21055
C562509,C538052,0.37813
C562509,C537057,0.24607
C562509,D000505,0.20457
C562509,D001478,0.39487
C562509,D001528,0.24543
C562509,C562419,0.43845
C562509,C536691,0.24547
C562509,D002607,0.24951
C562509,D002607,0.27243
C562509,C562509,1
C562509,D003103,0.21484
C562509,C562379,0.27026
C562509,D004387,0.2691
C562509,C538007,0.2087
C562509,D003966,0.28625
C562509,D004916,0.25367
C562509,D005351,0.21001
C562509,D006938,0.20716
C562509,C562400,0.21164
C562509,C564164,0.20982
C562509,D012021,0.25526
C562509,C535694,0.30506
C562509,D015417,0.2944
C562509,C562785,0.21276
C562509,C537156,0.36239
C562509,D052496,0.23712
C562509,D008180,0.23027
C562509,D008382,0.29239
C562509,D008945,0.24465
C562509,D020254,0.31633
C562509,D049310,0.24385
C562509,D009223,0.28777
C562509,D010003,0.20722
C562509,C536051,0.25915
C562509,D016506,0.26468
C562509,D010916,0.23822
C562509,D007690,0.24148
C562509,D005359,0.24212
C562509,D011125,0.22489
C562509,D011218,0.35304
C562509,D011371,0.2027
C562509,C566757,0.23434
C562509,D011561,0.29806
C562509,D011565,0.21444
C562509,D012175,0.33092
C562509,D002607,0.21996
C562509,D012559,0.32292
C562509,D058496,0.29909
C562509,D009436,0.23048
C562509,D013771,0.22488
C562509,C536545,0.25772
C562509,D004314,0.28565
C562509,C565346,0.29836
C562509,C538178,0.24301
C562509,C537055,0.23055
C562509,D056769,0.23412
C562509,C535387,0.25285
C562509,D001260,0.25082
C562509,C537345,0.20229
C562509,D002178,0.21835
C562509,C535858,0.25198
C562509,D003057,0.37946
C562509,C565679,0.44626
C562509,D003456,0.25732
C562509,D003554,0.23012
C562509,D003922,0.2038
C562509,D005199,0.21712
C562509,D005317,0.21452
C562509,D006712,0.27153
C562509,D010009,0.27726
C562509,D005058,0.21506
C562509,C538603,0.22472
C562509,D007589,0.22593
C562509,D010214,0.263
C562509,D054221,0.38643
C562509,D009084,0.24798
C562509,D009084,0.23903
C562509,D009084,0.24658
C562509,D009084,0.20698
C562509,C537480,0.21859
C562509,D009224,0.25324
C562509,D010009,0.4603
C562509,D009447,0.21242
C562509,C536420,0.37771
C562509,C536063,0.23663
C562509,C564906,0.21368
C562509,C537286,0.22293
C562509,C562688,0.2138
C562509,D011561,0.25829
C562509,D015212,0.20787
C562509,D012859,0.21241
C562509,D016111,0.29837
C562509,D013915,0.20126
C562509,C562794,0.25441
C562509,C536746,0.23919
C562509,D014983,0.23346
C562509,D000326,0.21832
C562509,C564714,0.37664
C562509,D006467,0.23714
C562509,D053098,0.23604
C562509,D010009,0.35461
C562509,D007706,0.24269
C562509,D020388,0.24317
C562509,D010009,0.21016
C562509,D010024,0.24582
C562509,D009223,0.30831
C562509,D052496,0.23968
C562509,D007039,0.2237
C562509,C536253,0.20571
D003103,D015845,0.2819
D003103,C531617,0.21756
D003103,D013167,0.20845
D003103,C566271,0.27998
D003103,D001478,0.30343
D003103,C562419,0.30193
D003103,D002607,0.21718
D003103,D002607,0.20075
D003103,C562509,0.21484
D003103,D003103,1
D003103,D046589,0.20131
D003103,D020790,0.22669
D003103,C564234,0.43844
D003103,D005902,0.35183
D003103,C562999,0.21817
D003103,D012021,0.26651
D003103,C537156,0.20249
D003103,C562479,0.20553
D003103,D008382,0.25418
D003103,C563591,0.30744
D003103,C563534,0.25217
D003103,D020754,0.20505
D003103,D020754,0.21063
D003103,C563498,0.23179
D003103,D011218,0.20709
D003103,D017889,0.39016
D003103,D012175,0.31229
D003103,D012507,0.20316
D003103,D012559,0.20335
D003103,D012559,0.25639
D003103,D058496,0.27072
D003103,D020754,0.21713
D003103,D020754,0.21018
D003103,D013285,0.21545
D003103,D013341,0.29796
D003103,D004314,0.30273
D003103,C565346,0.20766
D003103,D002549,0.22164
D003103,D009472,0.20856
D003103,D009472,0.22942
D003103,D002915,0.20289
D003103,D001321,0.2242
D003103,C565850,0.21679
D003103,D003057,0.20667
D003103,D003103,0.40421
D003103,D001927,0.27153
D003103,C565594,0.24946
D003103,D006712,0.28613
D003103,D010009,0.20117
D003103,C537150,0.22447
D003103,D054221,0.25932
D003103,D009084,0.21077
D003103,D009084,0.22656
D003103,D009084,0.21993
D003103,D010009,0.22812
D003103,D009447,0.21099
D003103,C535282,0.21577
D003103,C536063,0.35318
D003103,C564847,0.209
D003103,D012174,0.28209
D003103,C535865,0.28282
D003103,D020176,0.2267
D003103,D006527,0.21409
D003103,D014983,0.22656
D003103,C564714,0.30264
D003103,D001321,0.2323
D003103,D020817,0.29218
D003103,D001321,0.23811
D003103,D001321,0.24506
D003103,C536085,0.25054
D003103,C567924,0.23783
D003103,D005600,0.25346
D003103,D017241,0.21509
D003103,D005902,0.32365
D003103,C565238,0.20729
D003103,C535500,0.25753
D003103,C535428,0.20413
D003103,D001321,0.24244
D003103,C535474,0.20309
D003103,D001321,0.22574
D003103,C535499,0.20885
D003103,D020817,0.23278
D003103,D001321,0.21058
D003103,D020817,0.27098
D020936,C537057,0.25809
D020936,D020181,0.23771
D020936,D019305,0.48059
D020936,D020936,1
D020936,D020936,0.72144
D020936,D046349,0.24763
D020936,C536698,0.23047
D020936,D004828,0.50075
D020936,D010787,0.38093
D020936,D020195,0.47695
D020936,C537907,0.2011
D020936,D009771,0.25327
D020936,D013341,0.22445
D020936,D038261,0.25028
D020936,D002549,0.20025
D020936,D009472,0.20516
D020936,C562385,0.23112
D020936,C565933,0.24576
D020936,D001321,0.20325
D020936,C565905,0.24421
D020936,C565678,0.26464
D020936,D003414,0.26599
D020936,C535767,0.28301
D020936,D004695,0.26502
D020936,C565557,0.24076
D020936,D005776,0.24269
D020936,D020165,0.23435
D020936,C565494,0.21794
D020936,D000075262,0.34226
D020936,D011559,0.21378
D020936,D020190,0.32347
D020936,C564847,0.34849
D020936,D001321,0.28923
D020936,C564505,0.52177
D020936,D001321,0.28968
D020936,D001321,0.30512
D020936,C562782,0.22347
D020936,C536085,0.21423
D020936,C567924,0.32822
D020936,D004832,0.50061
D020936,D020190,0.28786
D020936,D004831,0.60212
D020936,C565728,0.28195
D020936,D008180,0.36682
D020936,D020158,0.29073
D020936,D001321,0.201
D020936,D056693,0.24114
D020936,C535500,0.22421
D020936,C564676,0.20792
D020936,D004831,0.48505
D020936,D001321,0.26233
D020936,D020325,0.20341
D020936,D020325,0.21385
D020936,D020326,0.20044
D020936,C536119,0.21211
D020936,C562694,0.43451
D020936,D004832,0.38777
D020936,C565811,0.52735
D020936,C562694,0.52528
D020936,D001925,0.24438
D020936,D001321,0.23421
D020936,C535499,0.34083
D020936,C564274,0.53684
D020936,D001321,0.26314
D020936,D020190,0.33233
D020936,C537057,0.32111
D020936,C566188,0.21948
D020936,D019305,0.58522
D020936,D002819,0.20744
D020936,D020936,0.72144
D020936,D020936,1
D020936,D046349,0.21025
D020936,D007644,0.21656
D020936,D046589,0.20438
D020936,C565115,0.21524
D020936,D020191,0.21054
D020936,C536698,0.26942
D020936,D004828,0.59183
D020936,D010787,0.44737
D020936,D020195,0.37694
D020936,D005910,0.20808
D020936,C537907,0.25008
D020936,D009771,0.33782
D020936,D010300,0.20425
D020936,D009436,0.22448
D020936,D016750,0.20501
D020936,D013285,0.20674
D020936,D013341,0.27326
D020936,D038261,0.26581
D020936,D002549,0.20813
D020936,D009472,0.22581
D020936,D009472,0.2535
D020936,C565933,0.29599
D020936,D001321,0.24843
D020936,C565905,0.2703
D020936,D002817,0.26038
D020936,C565850,0.24181
D020936,C565678,0.31068
D020936,D003414,0.26305
D020936,C535767,0.33994
D020936,D004695,0.31957
D020936,D005776,0.2744
D020936,D006849,0.23507
D020936,D020165,0.24337
D020936,C565494,0.25722
D020936,D000075262,0.24998
D020936,D011559,0.28515
D020936,D009084,0.20037
D020936,D009084,0.21443
D020936,D020190,0.41913
D020936,D020194,0.21988
D020936,C538104,0.23792
D020936,D053579,0.2129
D020936,C564847,0.40646
D020936,D016111,0.22507
D020936,D020326,0.25373
D020936,C564714,0.22898
D020936,D001321,0.35581
D020936,C564505,0.62293
D020936,D001321,0.35636
D020936,D001321,0.37535
D020936,C562782,0.26628
D020936,C536085,0.24453
D020936,C567924,0.37052
D020936,D017241,0.21553
D020936,D004832,0.51948
D020936,D020754,0.2261
D020936,D020754,0.2097
D020936,D012559,0.20338
D020936,D009765,0.20073
D020936,C566578,0.22304
D020936,C566552,0.20151
D020936,D012559,0.20392
D020936,D012559,0.21024
D020936,D020190,0.37429
D020936,D004831,0.58039
D020936,C565728,0.34793
D020936,D008180,0.43173
D020936,D020158,0.23553
D020936,D001321,0.2702
D020936,C565238,0.23913
D020936,C535500,0.25316
D020936,C564676,0.27846
D020936,C564616,0.21801
D020936,D004831,0.48423
D020936,D001321,0.32271
D020936,C537583,0.20959
D020936,D020325,0.2643
D020936,D020326,0.23096
D020936,D020325,0.27814
D020936,D020326,0.26061
D020936,C563817,0.21282
D020936,C536119,0.2104
D020936,C562694,0.51997
D020936,D004832,0.47179
D020936,C565811,0.53158
D020936,C562694,0.53467
D020936,C564345,0.20816
D020936,C564330,0.20588
D020936,D001925,0.27476
D020936,D001321,0.28835
D020936,C535499,0.41749
D020936,C564274,0.73143
D020936,D001321,0.32468
D020936,D020190,0.39361
D020936,C563834,0.21289
D046349,D000224,0.20267
D046349,D000544,0.28401
D046349,D054179,0.25999
D046349,D017488,0.25406
D046349,D001943,0.27551
D046349,D006528,0.23216
D046349,C567779,0.20066
D046349,D002311,0.25191
D046349,C567296,0.21768
D046349,D020936,0.24763
D046349,D020936,0.21025
D046349,D046349,1
D046349,D007644,0.30227
D046349,D018500,0.20311
D046349,C565054,0.27384
D046349,D004828,0.24928
D046349,D004916,0.2125
D046349,D005910,0.28377
D046349,D050031,0.26245
D046349,D006816,0.26078
D046349,D005878,0.37142
D046349,D006938,0.33512
D046349,D006938,0.24726
D046349,D000075222,0.26392
D046349,C535694,0.2024
D046349,D006953,0.25019
D046349,C537156,0.2289
D046349,D019578,0.20724
D046349,D007154,0.22881
D046349,C535932,0.32046
D046349,D015451,0.2104
D046349,D018459,0.20387
D046349,D052496,0.2185
D046349,D008180,0.2808
D046349,C535323,0.26346
