Disease,Disease,Similarity_Score
D054179,D004695,0.153399788
D054179,D004760,0
D054179,D005166,0.264103129
D054179,D005776,0.281582784
D054179,D005776,0.281582784
D054179,D005776,0.281582784
D054179,D006828,0
D054179,D001606,0.253912284
D054179,D006030,0.245201411
D054179,D005317,0.228660711
D054179,C535758,0.196974213
D054179,D006689,0.232078989
D054179,D006932,0
D054179,D007566,0.255360671
D054179,C565498,0
D054179,C565494,0
D054179,D000075262,0.010965473
D054179,D012614,0.206392189
D054179,D005058,0
D054179,C538603,0.272363237
D054179,D011559,0
D054179,D007918,0
D054179,D006646,0
D054179,C565441,0.290088398
D054179,D054221,0.223547716
D054179,C565429,0.230023292
D054179,C565423,0.354322098
D054179,D010505,0.311495379
D054179,C536988,0
D054179,D009157,0.220555031
D054179,D009182,0.198902154
D054179,D055728,0
D054179,D009101,0.257483312
D054179,D020190,0
D054179,D020194,0.233179957
D054179,D009230,0.198476908
D054179,D009404,0
D054179,D009447,0
D054179,D052536,0.206860575
D054179,D052556,0.244596323
D054179,C536420,0.282768353
D054179,D012516,0.008212998
D054179,C535282,0.301380296
D054179,C564906,0.220267999
D054179,C564899,0.004607735
D054179,C564894,0.379058469
D054179,C538556,0
D054179,C537286,0.152102252
D054179,D011087,0
D054179,D053579,0.243425707
D054179,C562688,0.239472079
D054179,C564862,0
D054179,D015212,0
D054179,D008228,0.265619876
D054179,C564847,0.001440778
D054179,D018232,0
D054179,C535865,0.313110628
D054179,D053713,0
D054179,C563236,0.021759878
D054179,D013915,0.265911519
D054179,D006111,0.224922513
D054179,C536928,0.370034537
D054179,C562794,0.239472079
D054179,C535393,0
D054179,D056729,0.219173248
D054179,D020915,0
D054179,D006527,0.282879423
D054179,C536746,0.290784454
D054179,D000326,0.257353361
D054179,D020326,0
D054179,D003922,0.249925178
D054179,C564714,0.370010212
D054179,D015794,0.249176127
D054179,C580192,0.394229305
D054179,D003919,0
D054179,D056889,0.229920435
D054179,C536085,0.288083976
D054179,C567924,0
D054179,C564118,0
D054179,C562901,0.370010212
D054179,D016649,0
D054179,C536692,0.370010212
D054179,D017241,0.277542373
D054179,C564015,0
D054179,C564005,0.239472079
D054179,D011470,0
D054179,D020734,0
D054179,D004832,0
D054179,D016481,0
D054179,C563959,0.249925178
D054179,C563949,0.303386945
D054179,C535697,0
D054179,C563933,0
D054179,D053206,0
D054179,D010911,0
D054179,D002764,0
D054179,D001249,0.445720523
D054179,C563439,0
D054179,C563401,0.000901691
D054179,C563371,0.249925178
D054179,C563352,0.249925178
D054179,C537243,0
D054179,C566652,0.26495963
D054179,D015470,0
D054179,D009765,0.002184366
D054179,C566645,0.249925178
D054179,D005902,0
D054179,D008180,0.263588737
D054179,C535698,0
D054179,C535699,0
D054179,C566603,0.249925178
D054179,C566602,0.249925178
D054179,D007896,0.282864092
D054179,D010001,0
D054179,C566578,0
D054179,C536546,0.293281674
D054179,C566552,0
D054179,D004915,0
D054179,C566530,0.02877029
D054179,C566404,0.46247408
D054179,C566395,0.249925178
D054179,D006111,0.224922513
D054179,C565798,0.224977876
D054179,C536253,0.491366331
D054179,D020190,0
D054179,D004831,0
D054179,C565728,0
D054179,D008180,0.263588737
D054179,D008180,0.263588737
D054179,C565325,0
D054179,C565292,0.504052167
D054179,C565291,0.46247408
D054179,C535516,0.370034537
D054179,D009290,0
D054179,C565280,0.46247408
D054179,D056693,0.238779738
D054179,C565238,0
D054179,C535500,0.25702396
D054179,C564676,0.000901691
D054179,D046152,0.008745628
D054179,C535428,0
D054179,C536596,0
D054179,D010300,0
D054179,D065631,0.419092801
D054179,D002446,0
D054179,C537217,0.26495963
D054179,D004374,0.230693336
D054179,C537583,0.293281674
D054179,D020325,0
D054179,D020326,0
D054179,D020325,0
D054179,D020326,0
D054179,C563817,0.19829566
D054179,D052537,0.211839463
D054179,C536119,0.244596323
D054179,C562694,0
D054179,D004832,0
D054179,C565811,0
D054179,C562694,0
D054179,D017681,0
D054179,C564345,0
D054179,C564330,0
D054179,D010003,0.010449897
D054179,C564306,0.281582784
D054179,D001925,0
D054179,C564296,0.283626811
D054179,C535499,0
D054179,C564274,0.170046869
D054179,D015464,0
D054179,D010282,0
D054179,C564258,0.289326483
D054179,D008180,0.263588737
D054179,C563924,0.290088398
D054179,C538261,0.19829566
D054179,C563897,0.314357145
D054179,C563838,0
D054179,C563834,0
D004057,C531622,0
D004057,D020181,0
D004057,D001327,0.014814071
D004057,D000505,0
D004057,D005764,0
D004057,D015451,0
D004057,D001749,0
D004057,C562419,0
D004057,C566188,0
D004057,D017488,0
D004057,D001943,0.001380889
D004057,D015179,0.001589722
D004057,D006528,0
D004057,C567779,0
D004057,D001145,0.004983101
D004057,D020936,0
D004057,D020936,0
D004057,D007644,0
D004057,D046589,0
D004057,C565115,0
D004057,C562379,0
D004057,D020790,0
D004057,C565101,0
D004057,C564219,0
D004057,C565100,0
D004057,D003924,0
D004057,D009103,0
D004057,C565080,0.355900861
D004057,D020961,0
D004057,C536698,0
D004057,D004715,0
D004057,D003966,0.25610252
D004057,C565054,0
D004057,D004828,0
D004057,D010787,0
D004057,D020195,0
D004057,D004938,0
D004057,C565034,0.682479938
D004057,C565025,0
D004057,D006467,0
D004057,C565024,0
D004057,C565023,0
D004057,D005198,0
D004057,D005258,0.179197594
D004057,D005351,0
D004057,D006970,0
D004057,D013274,0
D004057,C564239,0
D004057,D005879,0
D004057,C564234,0
D004057,D005902,0
D004057,D005910,0
D004057,D018310,0
D004057,D050031,0
D004057,D010003,0.259469023
D004057,D006392,0
D004057,D006816,0
D004057,D005878,0
D004057,C562999,0
D004057,D006938,0
D004057,D006938,0
D004057,D006945,0
D004057,D006950,0
D004057,D006938,0
D004057,D006954,0
D004057,D002292,0
D004057,C564164,0
D004057,D000075222,0
D004057,C564156,0
D004057,C535694,0
D004057,D006953,0
D004057,C562785,0
D004057,C537156,0
D004057,C537907,0
D004057,D019578,0
D004057,D016112,0
D004057,D007154,0.032140311
D004057,C535932,0.014505697
D004057,D000699,0
D004057,D007299,0
D004057,D012514,0
D004057,D007627,0
D004057,D007873,0.285224589
D004057,D007948,0
D004057,D015451,0
D004057,D018459,0
D004057,D008180,0
D004057,C562479,0
D004057,D008269,0
D004057,C535695,0
D004057,C535696,0
D004057,C535507,0
D004057,D008575,0
D004057,C563591,0
D004057,D020326,0
D004057,D008945,0
D004057,D020254,0
D004057,D009041,0
D004057,D049310,0.16512926
D004057,D009220,0.253256774
D004057,C563534,0
D004057,C562889,0
D004057,C563498,0
D004057,C535351,0.233869173
D004057,D010003,0.259469023
D004057,C536051,0.324680337
D004057,D010024,0.358284931
D004057,D010033,0
D004057,C563476,0.332417519
D004057,D010300,0
D004057,D010300,0
D004057,D010300,0
D004057,D000752,0
D004057,D010673,0
D004057,D010916,0
D004057,D005359,0.275798521
D004057,D011125,0
D004057,C562464,0
D004057,C566757,0.006184792
D004057,D011471,0
D004057,D006976,0
D004057,D011928,0
D004057,D012507,0
D004057,D012555,0
D004057,D017492,0
D004057,D018288,0
D004057,D010264,0
D004057,D011085,0
D004057,D013700,0
D004057,D013922,0
D004057,D016553,0
D004057,D019851,0
D004057,C572845,0
D004057,D014029,0
D004057,D014103,0
D004057,D011225,0
D004057,C536545,0
D004057,C536406,0
D004057,D014277,0
D004057,C565346,0
D004057,D003093,0
D004057,D001750,0
D004057,D014648,0
D004057,D001327,0.014814071
D004057,D056725,0
D004057,D009396,0
D004057,D014927,0
D004057,C536000,0.201767458
D004057,D000326,0
D004057,D000347,0
D004057,D002549,0
D004057,D000744,0
D004057,C562385,0
D004057,C535382,0.198606132
D004057,C535387,0.329172982
D004057,D002915,0
D004057,C565935,0
D004057,C565933,0
D004057,C565932,0
D004057,C538013,0
D004057,D008175,0.003616677
D004057,D002178,0
D004057,D002311,0
D004057,D002311,0
D004057,C565881,0
D004057,C538280,0
D004057,C535858,0.355900861
D004057,C565850,0
D004057,C565679,0.233958014
D004057,C565678,0
D004057,C565672,0.002780824
D004057,D003414,0
D004057,D003550,0
D004057,C535765,0
D004057,D003554,0
D004057,D003555,0
D004057,D003922,0
D004057,D001927,0.02875913
D004057,D004695,0
D004057,D004760,0
D004057,D005166,0
D004057,D005776,0
D004057,D005776,0
D004057,D005776,0
D004057,D006828,0
D004057,D001606,0
D004057,D006030,0
D004057,D005317,0
D004057,C535758,0
D004057,D006689,0
D004057,D006932,0
D004057,D007566,0
D004057,C565498,0
D004057,C565494,0
D004057,D000075262,0
D004057,D012614,0
D004057,D005058,0
D004057,C538603,0
D004057,D011559,0
D004057,D007918,0
D004057,D006646,0
D004057,C565441,0
D004057,D054221,0
D004057,C565429,0
D004057,C565423,0
D004057,D010505,0
D004057,C536988,0
D004057,D009157,0
D004057,D009182,0
D004057,D055728,0
D004057,D009101,0
D004057,D020190,0
D004057,D020194,0
D004057,D009230,0
D004057,D009404,0
D004057,D009447,0
D004057,D052536,0
D004057,D052556,0
D004057,C536420,0.007228814
D004057,D012516,0
D004057,C535282,0.31250543
D004057,C564906,0.219955555
D004057,C564899,1.22E-05
D004057,C564894,0.00653784
D004057,C538556,0
D004057,C537286,0
D004057,D011087,0
D004057,D053579,0
D004057,C562688,0.245646921
D004057,C564862,0
D004057,D015212,0
D004057,D008228,0
D004057,C564847,0
D004057,D018232,0
D004057,C535865,0
D004057,D053713,0
D004057,C563236,0.017164305
D004057,D013915,0
D004057,D006111,0
D004057,C536928,0.001589722
D004057,C562794,0.245646921
D004057,C535393,0
D004057,D056729,0
D004057,D020915,0
D004057,D006527,0
D004057,C536746,0
D004057,D000326,0
D004057,D020326,0
D004057,D003922,0
D004057,C564714,0.355900861
D004057,D015794,0
D004057,C580192,0.032140311
D004057,D003919,0
D004057,D056889,0
D004057,C536085,0
D004057,C567924,0
D004057,C564118,0
D004057,C562901,0.003780644
D004057,D016649,0
D004057,C536692,0.223610598
D004057,D017241,0.183276199
D004057,C564015,0
D004057,C564005,0.245646921
D004057,D011470,0
D004057,D020734,0
D004057,D004832,0
D004057,D016481,0
D004057,C563959,0
D004057,C563949,0.01055852
D004057,C535697,0
D004057,C563933,0
D004057,D053206,0
D004057,D010911,0
D004057,D002764,0
D004057,D001249,0
D004057,C563439,0
D004057,C563401,0.223610598
D004057,C563371,0
D004057,C563352,0
D004057,C537243,0
D004057,C566652,0
D004057,D015470,0
D004057,D009765,0
D004057,C566645,0
D004057,D005902,0
D004057,D008180,0
D004057,C535698,0
D004057,C535699,0
D004057,C566603,0
D004057,C566602,0
D004057,D007896,0
D004057,D010001,0.332417519
D004057,C566578,0
D004057,C536546,0
D004057,C566552,0
D004057,D004915,0
D004057,C566530,0
D004057,C566404,0
D004057,C566395,0
D004057,D006111,0
D004057,C565798,0.221737648
D004057,C536253,0.2342626
D004057,D020190,0
D004057,D004831,0
D004057,C565728,0
D004057,D008180,0
D004057,D008180,0
D004057,C565325,0
D004057,C565292,0
D004057,C565291,0
D004057,C535516,0
D004057,D009290,0
D004057,C565280,0
D004057,D056693,0
D004057,C565238,0
D004057,C535500,0
D004057,C564676,0
D004057,D046152,0
D004057,C535428,0
D004057,C536596,0
D004057,D010300,0
D004057,D065631,0
D004057,D002446,0
D004057,C537217,0
D004057,D004374,0
D004057,C537583,0
D004057,D020325,0
D004057,D020326,0
D004057,D020325,0
D004057,D020326,0
D004057,C563817,0
D004057,D052537,0
D004057,C536119,0
D004057,C562694,0
D004057,D004832,0
D004057,C565811,0
D004057,C562694,0
D004057,D017681,0
D004057,C564345,0
D004057,C564330,0
D004057,D010003,0.259469023
D004057,C564306,0
D004057,D001925,0
D004057,C564296,0
D004057,C535499,0
D004057,C564274,0
D004057,D015464,0
D004057,D010282,0
D004057,C564258,0
D004057,D008180,0
D004057,C563924,0
D004057,C538261,0
D004057,C563897,0.002232451
D004057,C563838,0
D004057,C563834,0
C531622,D020181,0
C531622,D001327,0.617769177
C531622,D000505,0
C531622,D005764,0.000238036
C531622,D015451,0.264442692
C531622,D001749,0.007303582
C531622,C562419,0.020674408
C531622,C566188,0
C531622,D017488,0
C531622,D001943,0.026417179
C531622,D015179,0.026626012
C531622,D006528,0.011545306
C531622,C567779,0
C531622,D001145,0.030019391
C531622,D020936,0
C531622,D020936,0
C531622,D007644,0
C531622,D046589,0
C531622,C565115,0.024932791
C531622,C562379,0.016175559
C531622,D020790,0
C531622,C565101,0.016095104
C531622,C564219,0.016095104
C531622,C565100,0.47088873
C531622,D003924,0.016095104
C531622,D009103,0.448367693
C531622,C565080,0.021216237
C531622,D020961,0
C531622,C536698,0
C531622,D004715,0
C531622,D003966,0
C531622,C565054,0.013762563
C531622,D004828,0.004093414
C531622,D010787,0
C531622,D020195,0
C531622,D004938,0.006402088
C531622,C565034,0
C531622,C565025,0.012346311
C531622,D006467,0
C531622,C565024,0.012346311
C531622,C565023,0.012346311
C531622,D005198,0
C531622,D005258,0.363519033
C531622,D005351,0
C531622,D006970,0
C531622,D013274,0.01325408
C531622,C564239,0
C531622,D005879,0
C531622,C564234,0
C531622,D005902,0
C531622,D005910,0.01847349
C531622,D018310,0
C531622,D050031,0.069805559
C531622,D010003,0.012228143
C531622,D006392,0
C531622,D006816,0
C531622,D005878,0
C531622,C562999,0
C531622,D006938,0
C531622,D006938,0
C531622,D006945,0
C531622,D006950,0
C531622,D006938,0
C531622,D006954,0
C531622,D002292,0.001751226
C531622,C564164,4.88E-05
C531622,D000075222,0
C531622,C564156,0.000349658
C531622,C535694,0
C531622,D006953,0
C531622,C562785,0
C531622,C537156,0
C531622,C537907,0.004125904
C531622,D019578,0
C531622,D016112,0
C531622,D007154,0.461138285
C531622,C535932,0.039541987
C531622,D000699,0
C531622,D007299,0
C531622,D012514,0
C531622,D007627,0
C531622,D007873,0
C531622,D007948,0
C531622,D015451,0.264442692
C531622,D018459,0
C531622,D008180,0.481593478
C531622,C562479,0.00189542
C531622,D008269,0
C531622,C535695,0
C531622,C535696,0
C531622,C535507,0.014243803
C531622,D008575,0
C531622,C563591,0.01842259
C531622,D020326,0
C531622,D008945,0
C531622,D020254,0
C531622,D009041,0
C531622,D049310,0
C531622,D009220,0.004180573
C531622,C563534,0
C531622,C562889,0
C531622,C563498,0.01842259
C531622,C535351,0.002802179
C531622,D010003,0.012228143
C531622,C536051,0
C531622,D010024,0.009885787
C531622,D010033,0.00295681
C531622,C563476,0
C531622,D010300,0.009004209
C531622,D010300,0.009004209
C531622,D010300,0.009004209
C531622,D000752,0
C531622,D010673,0
C531622,D010916,0
C531622,D005359,0
C531622,D011125,0
C531622,C562464,0.01325408
C531622,C566757,0.031221082
C531622,D011471,0.016216263
C531622,D006976,0.003675064
C531622,D011928,0
C531622,D012507,0.03070079
C531622,D012555,0
C531622,D017492,0
C531622,D018288,0
C531622,D010264,0
C531622,D011085,0
C531622,D013700,0.383163373
C531622,D013922,0
C531622,D016553,0.396301448
C531622,D019851,0.005800106
C531622,C572845,0
C531622,D014029,0
C531622,D014103,0
C531622,D011225,0.001223337
C531622,C536545,0
C531622,C536406,0
C531622,D014277,0
C531622,C565346,0
C531622,D003093,0.002527999
C531622,D001750,0
C531622,D014648,0
C531622,D001327,0.617769177
C531622,D056725,0
C531622,D009396,0
C531622,D014927,0
C531622,C536000,0
C531622,D000326,0
C531622,D000347,0
C531622,D002549,0.380065448
C531622,D000744,0.421567287
C531622,C562385,0
C531622,C535382,0.028816934
C531622,C535387,0.039863437
C531622,D002915,0
C531622,C565935,0.193442567
C531622,C565933,0.024932791
C531622,C565932,0.019035514
C531622,C538013,0
C531622,D008175,0.028652967
C531622,D002178,0
C531622,D002311,0
C531622,D002311,0
C531622,C565881,0.019035514
C531622,C538280,0.019035514
C531622,C535858,0.009707779
C531622,C565850,0
C531622,C565679,0.009170451
C531622,C565678,0.01842259
C531622,C565672,0.027817114
C531622,D003414,0
C531622,D003550,0.002789163
C531622,C535765,0
C531622,D003554,0
C531622,D003555,0
C531622,D003922,0.47088873
C531622,D001927,0.05379542
C531622,D004695,0
C531622,D004760,0
C531622,D005166,0
C531622,D005776,0
C531622,D005776,0
C531622,D005776,0
C531622,D006828,0
C531622,D001606,0
C531622,D006030,0
C531622,D005317,0
C531622,C535758,0.006504457
C531622,D006689,0.280855096
C531622,D006932,0.008894917
C531622,D007566,0
C531622,C565498,0.001868404
C531622,C565494,0.010596716
C531622,D000075262,0.069805559
C531622,D012614,0
C531622,D005058,0
C531622,C538603,0
C531622,D011559,0
C531622,D007918,0.001192681
C531622,D006646,0
C531622,C565441,0.010428473
C531622,D054221,0
C531622,C565429,0.278011922
C531622,C565423,0.007229163
C531622,D010505,0
C531622,C536988,0.011299828
C531622,D009157,0.428721032
C531622,D009182,0.245096016
C531622,D055728,0
C531622,D009101,0.27668687
C531622,D020190,0
C531622,D020194,0
C531622,D009230,0
C531622,D009404,0
C531622,D009447,0.001270804
C531622,D052536,0
C531622,D052556,0
C531622,C536420,0.032265104
C531622,D012516,0.002791704
C531622,C535282,0.024081433
C531622,C564906,0.399619121
C531622,C564899,0.025048452
C531622,C564894,0.03157413
C531622,C538556,0.011213104
C531622,C537286,0.002802179
C531622,D011087,0
C531622,D053579,0
C531622,C562688,0
C531622,C564862,0.003675064
C531622,D015212,0.018112034
C531622,D008228,0.317501537
C531622,C564847,0.021881496
C531622,D018232,0
C531622,C535865,0.00937487
C531622,D053713,0
C531622,C563236,0.042200595
C531622,D013915,0
C531622,D006111,0.427055036
C531622,C536928,0.026626012
C531622,C562794,0
C531622,C535393,0.004170275
C531622,D056729,0
C531622,D020915,0
C531622,D006527,0
C531622,C536746,0.024081433
C531622,D000326,0
C531622,D020326,0
C531622,D003922,0.47088873
C531622,C564714,0.01311067
C531622,D015794,0
C531622,C580192,0.50426595
C531622,D003919,0
C531622,D056889,0
C531622,C536085,0
C531622,C567924,0
C531622,C564118,0
C531622,C562901,0.028816934
C531622,D016649,0
C531622,C536692,0.018487084
C531622,D017241,0
C531622,C564015,0.009004209
C531622,C564005,0
C531622,D011470,0
C531622,D020734,0.018165634
C531622,D004832,0
C531622,D016481,0.00127631
C531622,C563959,0.47088873
C531622,C563949,0.380919231
C531622,C535697,0
C531622,C563933,0.016095104
C531622,D053206,0
C531622,D010911,0.001940637
C531622,D002764,0
C531622,D001249,0.303166991
C531622,C563439,0
C531622,C563401,0.021342408
C531622,C563371,0.47088873
C531622,C563352,0.47088873
C531622,C537243,0.016216263
C531622,C566652,0.421567287
C531622,D015470,0.010428473
C531622,D009765,0.022625084
C531622,C566645,0.47088873
C531622,D005902,0
C531622,D008180,0.481593478
C531622,C535698,0
C531622,C535699,0
