Disease,Protein
D011230,Q13868
D013274,Q9NQT4
D001321,Q16394
D008106,Q92935
D019465,Q4A4D0
D006330,Q4A4D0
D015179,Q96CJ7
D001943,Q75MQ0
D006528,Q75MQ0
D002471,Q75MQ0
D016889,Q75MQ0
D016403,Q75MQ0
D009190,Q75MQ0
D010051,Q75MQ0
D011471,Q75MQ0
D015430,Q75MQ0
D002277,Q6NUR7
D008106,Q6NUR7
D015674,Q6NUR7
D008325,Q6NUR7
D009362,Q6NUR7
D010003,Q6NUR7
D011471,Q6NUR7
D001778,Q5JVE8
D013927,Q5JVE8
D006973,Q9UEG0
D006973,Q1JR85
D008114,Q1JR85
D013923,Q1JR85
D009203,Q9NZ69
D020246,Q9NZ69
D020246,P05160
D000544,Q8TD58
D001172,Q8TD58
D001778,Q8TD58
D002545,Q8TD58
D006528,Q8TD58
D004211,Q8TD58
D005234,Q8TD58
D006470,Q8TD58
D006984,Q8TD58
D020244,Q8TD58
D008103,Q8TD58
D017093,Q8TD58
D009203,Q8TD58
D009410,Q8TD58
D065626,Q8TD58
D009765,Q8TD58
D012559,Q8TD58
D020521,Q8TD58
D013923,Q8TD58
D013927,Q8TD58
D054556,Q8TD58
D020246,Q8TD58
D005234,P25116
D006505,P25116
D007249,P25116
D008103,P25116
D008106,P25116
D009374,P25116
D013274,P25116
D005759,P55085
D007249,P55085
D008545,P55085
D017202,P55085
D011537,P55085
D056486,Q96RI0
D002779,Q96RI0
D001943,P13726
D056486,P13726
D004211,P13726
D015473,P13726
D008103,P13726
D017202,P13726
D009404,P13726
D013927,P13726
D020246,P13726
D001778,Q8IUL1
D002545,Q8IUL1
D003110,Q8IUL1
D008103,Q8IUL1
D009203,Q8IUL1
D020521,Q8IUL1
D013923,Q8IUL1
D013927,Q8IUL1
D054556,Q8IUL1
D020246,Q8IUL1
D002543,P08709
D004195,P08709
D004211,P08709
D006417,P08709
D006470,P08709
D020300,P08709
D017114,P08709
D009203,P08709
D011183,P08709
D013923,P08709
D020246,P08709
D001327,Q2VF45
D020246,Q2VF45
D013927,Q86XR9
D009765,Q7L5A8
D011248,Q7L5A8
D012640,Q7L5A8
D019966,Q7L5A8
D013375,Q7L5A8
D002292,Q6GMR7
D007676,Q6FGL7
D007683,Q6FGL7
D008064,Q6FGL7
D017114,Q6FGL7
D008106,P12104
D009135,Q6IBD7
D009336,Q6IBD7
D002277,P15090
D007674,P15090
D015674,P15090
D008325,P15090
D006528,Q01469
D017202,Q01469
D019465,Q6LCG1
D006319,Q6LCG1
D009362,Q6LCG1
D011471,Q96CS3
D008106,Q6P587
D005910,Q6IAM1
D006528,Q6SJ93
D002292,Q6SJ93
D006528,Q9H6L5
D029424,Q6P521
D011658,Q6P521
D008106,Q9BTA0
D013274,Q92567
D006528,Q6UWF9
D004715,Q6UWF9
D019966,Q6P9G8
D019966,Q9ULE4
D003924,Q9H0X4
D012559,Q96BQ1
D008106,Q8N2R8
D006528,Q96MK2
D006528,Q5QP12
D009361,Q86UY5
D010051,Q86UY5
D006528,Q9H4H8
D005909,Q9H4H8
D019465,Q6ZRV2
D008106,Q96GI7
D006946,Q9Y500
D001749,Q9Y500
D006946,Q00597
D006528,Q9BXW9
D006528,Q9NVI1
D019966,Q9Y4F1
D001327,Q9UET8
D009202,Q9UET8
D002311,Q9UET8
D066126,Q9UET8
D003921,Q9UET8
D003924,Q9UET8
D004195,Q9UET8
D005921,Q9UET8
D006402,Q9UET8
D015470,Q9UET8
D008106,Q9UET8
D017114,Q9UET8
D008114,Q9UET8
D008175,Q9UET8
D016403,Q9UET8
D009157,Q9UET8
D009336,Q9UET8
D009393,Q9UET8
D065626,Q9UET8
D011507,Q9UET8
D013163,Q9UET8
D013651,Q9UET8
D001749,Q9UET8
D018487,Q9UET8
D066126,P48023
D009336,P48023
D001172,Q53ZZ1
D050197,Q53ZZ1
D002289,Q53ZZ1
D009202,Q53ZZ1
D002311,Q53ZZ1
D066126,Q53ZZ1
D003925,Q53ZZ1
D004342,Q53ZZ1
D006505,Q53ZZ1
D017114,Q53ZZ1
D008175,Q53ZZ1
D008545,Q53ZZ1
D009103,Q53ZZ1
D011471,Q53ZZ1
D013733,Q53ZZ1
D054058,Q6PJJ3
D001943,Q6PJJ3
D006528,Q6PJJ3
D002311,Q6PJJ3
D002312,Q6PJJ3
D056486,Q6PJJ3
D004195,Q6PJJ3
D006333,Q6PJJ3
D007676,Q6PJJ3
D008545,Q6PJJ3
D009369,Q6PJJ3
D009765,Q6PJJ3
D010051,Q6PJJ3
D012559,Q7L8L6
D002289,Q14517
D015179,Q14517
D005909,Q14517
D006258,Q14517
D008106,Q14517
D000230,Q6V0I7
D008545,Q6V0I7
D013274,Q6V0I7
D006528,Q969F0
D001327,Q96BS4
D001943,Q96BS4
D004195,Q96BS4
D004715,P23142
D011471,P23142
D015179,Q86V58
D015430,Q86V58
D006333,Q9UBX5
D006976,Q9UBX5
D011471,Q9UBX5
D012128,Q9UBX5
D012131,Q9UBX5
D012141,Q9UBX5
D014652,Q9UBX5
D004715,Q75N89
D006943,Q75N89
D006946,Q75N89
D008103,Q75N89
D008106,Q75N89
D015179,P35556
D006528,Q5VZC3
D003110,Q5VZC3
D017114,Q5VZC3
D010300,Q5VZC3
D013274,Q5VZC3
D017114,Q9UMR0
D001281,Q9HCM7
D006528,Q96D16
D011565,Q6PCT2
D015430,Q8IUQ5
D001281,Q498Y9
D009133,Q498Y9
D001321,Q9UH90
D011471,Q9H4M3
D013262,Q9NRD1
D008106,Q9UK97
D003928,Q494Z1
D001943,Q969H0
D016889,Q969H0
D005910,Q969H0
D054218,Q969H0
D001749,Q8N3Y1
D003875,Q6GU38
D004342,Q6GU38
D014581,Q6GU38
D004342,P30273
D008106,P30273
D010300,Q30219
D013274,Q9Y6R7
D001169,P12314
D008106,P12314
D001172,P12318
D003550,P12318
D008180,P12318
D008288,P12318
D013921,P12318
D013927,P12318
D001327,Q8NIA0
D008180,Q8NIA0
D008288,Q8NIA0
D009503,Q8NIA0
D008106,P08637
D008106,Q92531
D006528,Q14CE6
D006528,Q6UXM4
D006528,Q6IAX1
D019970,Q6IAX1
D001649,Q8TD50
D005355,Q8TD50
D015179,Q6FHX6
D008175,Q6FHX6
D001749,Q96AC1
D006470,Q86UX7
D003324,Q4JFK8
D017202,Q99581
D017202,Q7Z674
D015430,Q7Z674
D056486,Q8WW76
D002779,Q8WW76
D064420,Q8WW76
D007674,Q8WW76
D010024,Q8WW76
D011655,Q8WW76
D020521,Q8WW76
D013927,Q8WW76
D054556,Q8WW76
D010024,P02675
D010300,P02675
D001289,P98174
D019465,P98174
D006130,P98174
D009421,P98174
D001943,Q6ZNL6
D013274,Q6ZNL6
D007022,P05230
D007938,P05230
D008654,P05230
D017202,P05230
D010051,P05230
D011658,P05230
D015430,P05230
D001943,Q8NFI9
D002972,Q8NFI9
D011471,Q8NFI9
D006529,Q99517
D009362,Q9Y643
D010190,Q9Y643
D003072,Q92915
D020520,P09038
D001930,P09038
D006332,P09038
D002972,P09038
D019970,P09038
D003866,P09038
D004830,P09038
D005910,P09038
D007249,P09038
D007674,P09038
D008103,P09038
D008106,P09038
D008654,P09038
D017202,P09038
D009400,P09038
D009404,P09038
D009410,P09038
D011297,P09038
D011471,P09038
D011658,P09038
D015427,P09038
D012640,P09038
D003921,Q9NSA1
D003924,Q9NSA1
D005234,Q9NSA1
D006973,Q9NSA1
D020244,Q9NSA1
D065626,Q9NSA1
D009765,Q9NSA1
D014652,Q9NSA1
D001943,P11487
D006528,P11487
D002972,P11487
D019465,P11487
D006319,P11487
D001943,P08620
D006528,P08620
D001281,P12034
D002972,Q6RK68
D008103,Q6RK68
D055370,Q6RK68
D011658,Q6RK68
D015427,Q6RK68
D002972,P55075
D019465,P55075
D000230,P31371
D002289,P31371
D002972,P31371
D008175,P31371
D013736,P31371
D001943,P11362
D006528,P11362
D002289,P11362
D002294,P11362
D002972,P11362
D019465,P11362
D003866,P11362
D005910,P11362
D008175,P11362
D012559,P11362
D000015,P21802
D001943,P21802
D002972,P21802
D019465,P21802
D016889,P21802
D017880,P21802
D008103,P21802
D008175,P21802
D019957,P21802
D012871,P21802
D013274,P21802
D002295,Q9NRB6
D002972,Q9NRB6
D015179,Q9NRB6
D009101,Q9NRB6
D001749,Q9NRB6
D002583,Q9NRB6
D011471,P22455
D012128,P22455
D013274,P02679
D009765,Q96C11
D015430,Q96C11
D008106,Q14314
D008106,Q5TGY6
D008545,Q5W0V4
D019969,Q71VB2
D002277,Q71VB2
D002289,Q71VB2
D008113,Q71VB2
D008175,Q71VB2
D008654,Q71VB2
D011471,Q71VB2
D013274,Q71VB2
D019966,Q71VB2
D008106,Q5JXI8
D001943,Q6I9R8
D006332,Q6I9R8
D015470,Q6I9R8
D008106,Q6I9R8
D015179,Q9P100
D008881,Q5TD97
D019966,Q8IVF7
D007680,Q6PIW4
D013274,Q7Z7B0
D006333,Q6UN15
D020257,Q9Y3D6
D001932,Q86VR8
D004195,Q86SR8
D019969,Q5T1M5
D019966,Q5T1M5
D008106,Q5W0X3
D013274,Q53XJ5
D001172,Q2TA84
D003865,Q2TA84
D004715,Q2TA84
D007232,Q2TA84
D019954,Q2TA84
D001943,Q9UIM3
D004417,Q9H9S5
D018908,Q9H9S5
D001943,Q96Q35
D002292,Q8NFG4
D015179,Q8NFG4
D008113,Q8NFG4
D003872,Q4JFL9
D008106,Q9UEE3
D001943,Q6NXF2
D004827,Q6NXF2
D008106,Q6NXF2
D015179,Q14315
D001943,P17948
D002292,P17948
D002543,P17948
D056486,P17948
D008103,P17948
D008545,P17948
D009362,P17948
D012008,P17948
D012878,P17948
D014511,P17948
D015470,P36888
D015473,P36888
D007964,P36888
D054198,P36888
D013163,P36888
D013927,P36888
D006528,Q9Y5Y0
D010302,Q96HJ9
D002292,Q96L17
D008106,Q96CE5
D008106,Q01740
D004715,Q99518
D056486,P31513
D001008,Q8IXW7
D001321,Q8IXW7
D003072,Q8IXW7
D019465,Q8IXW7
D001943,Q7L553
D002277,Q7L553
D002471,Q7L553
D003920,Q7L553
D003928,Q7L553
D005909,Q7L553
D005923,Q7L553
D006973,Q7L553
D017379,Q7L553
D015674,Q7L553
D008325,Q7L553
D009361,Q7L553
D011658,Q7L553
D064420,Q53EP0
D015473,Q53EP0
D008064,Q9H6D8
D006332,Q8NAU1
D004719,Q8NAU1
D006973,Q8NAU1
D007249,Q8NAU1
D018487,Q8NAU1
D008103,Q5VW36
D011471,Q2VPJ0
D003110,P15328
D019465,P15328
D004827,P15328
D006330,P15328
D009069,P15328
D009436,P15328
D010051,P15328
D011596,P15328
D008106,P14207
D009436,P14207
D065626,P14207
D019969,Q6FG41
D001008,Q6FG41
D001930,Q6FG41
D001943,Q6FG41
D006528,Q6FG41
D002471,Q6FG41
D019970,Q6FG41
D004195,Q6FG41
D004715,Q6FG41
D004827,Q6FG41
D006470,Q6FG41
D006930,Q6FG41
D006948,Q6FG41
D006973,Q6FG41
D020244,Q6FG41
D008106,Q6FG41
D008175,Q6FG41
D009422,Q6FG41
D020258,Q6FG41
D009765,Q6FG41
D015427,Q6FG41
D012640,Q6FG41
D013226,Q6FG41
D013375,Q6FG41
D006528,Q6FGK6
D019970,Q6FGK6
D003072,Q6FGK6
D007174,Q6FGK6
D004409,Q6FGK6
D004827,Q6FGK6
D008113,Q6FGK6
D008175,Q6FGK6
D009069,Q6FGK6
D011297,Q6FGK6
D005909,Q9H5M2
D008175,Q9H5M2
D001943,P55317
D002289,P55317
D002294,P55317
D002471,P55317
D005234,P55317
D011471,P55317
D008106,Q9Y261
D008171,Q9Y261
D011471,P55318
D011471,Q12948
D019465,Q99958
D008175,Q6VB84
D008175,Q5VV16
D020521,Q12947
D004827,P55316
D009422,P55316
D012640,P55316
D019465,Q12951
D015179,Q53ZD3
D001943,Q53Y49
D006528,Q53Y49
D002289,Q53Y49
D007938,Q53Y49
D008114,Q53Y49
D008175,Q53Y49
D011230,Q53Y49
D006976,Q12778
D015470,Q12778
D011471,Q12778
D004715,Q12778
D001321,Q6IAJ1
D009361,Q6IAJ1
D010190,Q6IAJ1
D001321,Q8NFT3
D019465,Q8NFT3
D001172,Q9BZS1
D001249,Q9BZS1
D001943,Q9BZS1
D006967,Q9BZS1
D055370,Q9BZS1
D008175,Q9BZS1
D011471,Q96AP5
D001943,Q9C009
D028361,Q96CU9
D001172,Q96LE4
D015179,Q96LE4
D008228,Q96LE4
D054198,Q96LE4
D003865,P0C091
D018149,P42685
D019966,Q5T376
D001281,Q6PEW6
D008106,Q5TBA9
D010003,Q53QT6
D013274,Q9BTV5
D005334,Q27RP3
D007247,Q27RP3
D009845,Q27RP3
D001943,Q6FHE1
D006528,Q6FHE1
D017114,Q6FHE1
D008113,Q6FHE1
D009133,Q6FHE1
D013274,Q6FHE1
D015431,Q6FHE1
D058186,Q12841
D008106,Q12841
D015430,Q12841
D001714,Q8N475
D002051,Q49AR5
D008106,Q49AR5
D003866,Q6NZ44
D005910,Q6NZ44
D009361,Q6NZ44
D019636,Q6NZ44
D011230,Q6NZ44
D003866,Q6S4P3
D009361,Q6S4P3
D009362,Q6S4P3
D009765,Q6S4P3
D010003,Q6S4P3
D001943,Q9C0B1
D003924,Q9C0B1
D008545,Q9C0B1
D065626,Q9C0B1
D009765,Q9C0B1
D015430,Q9C0B1
D008175,Q6PJY1
D002277,P09958
D003324,P09958
D015674,P09958
D008325,P09958
D013927,P22083
D009436,Q9BT04
D019954,Q16595
D006973,Q58I17
D008106,Q58I17
D010190,Q14802
D008106,Q96DB9
D015470,Q9H0Q3
D008106,Q9H0Q3
D002375,Q14342
D008106,Q14342
D011658,Q14342
D013274,Q14342
D003110,Q86UZ8
D002972,Q9BY80
D019465,Q9BY80
D012164,Q9BY80
D008106,Q9H461
D002277,P27469
D008106,P27469
D015674,P27469
D008325,P27469
D008106,P35575
D058186,Q2VF42
D000743,Q2VF42
D006461,Q2VF42
D008288,Q2VF42
D002312,P10253
D015433,P10253
D017379,P10253
D018754,P10253
D008545,Q9UQC2
D009361,Q9UQC2
D009362,Q9UQC2
D001321,Q8IW08
D019970,Q8IW08
D006948,Q8IW08
D001259,P14867
D001321,P14867
D006501,P14867
D012640,P14867
D001008,Q8TBI4
D001321,Q8TBI4
D019970,Q8TBI4
D006556,Q8TBI4
D001321,P34903
D001259,P48169
D001321,P48169
D001321,P31644
D008569,P31644
D012640,P31644
D020244,Q16445
D012559,Q16445
D001321,P18505
D006501,P18505
D012128,P18505
D004827,P47870
D012559,P47870
D001321,P28472
D001930,P28472
D019465,P28472
D004827,P28472
D004832,P28472
D007319,P28472
D019969,P18507
D019970,P18507
D006501,P18507
D001930,Q99928
D008107,P28476
D020258,P28476
D001321,Q8IVA8
D001714,Q8IVA8
D019970,Q8IVA8
D003865,Q8IVA8
D004409,Q8IVA8
D006966,Q8IVA8
D006973,Q8IVA8
D012559,Q8IVA8
D001714,Q5VZ31
D019970,Q5VZ31
D003865,Q5VZ31
D012559,Q5VZ31
D012640,Q5VZ31
D056486,P24522
D010051,P24522
D010190,P24522
D011471,P24522
D013274,P24522
D012871,Q6IX74
D008113,Q6ZQY3
D000230,Q05DQ1
D010190,Q05DQ1
D010300,Q3B835
D003865,Q8N6F7
D006930,Q8N6F7
D006973,Q8N6F7
D007249,Q8N6F7
D009437,Q8N6F7
D013610,Q8N6F7
D008106,P54803
D002386,Q71UH7
D007249,Q96I49
D015179,Q68VJ1
D006529,Q68VJ0
D001943,Q68VJ8
D010051,Q68VJ6
D011471,Q68VJ6
D012871,Q7Z4T8
D003865,P47211
D012640,Q14353
D010523,Q9H2C0
D056486,Q9BS14
D003110,Q5U058
D013226,Q5U058
D054058,Q0QET7
D006528,Q0QET7
D002294,Q0QET7
D015179,Q0QET7
D004195,Q0QET7
D004938,Q0QET7
D000860,Q0QET7
D009336,Q0QET7
D010003,Q0QET7
D010024,Q0QET7
D020734,Q0QET7
D004195,Q9NY12
D006402,Q9NY12
D001172,Q71VH3
D004195,Q71VH3
D015470,Q99501
D058186,Q14393
D006332,Q14393
D003928,Q14393
D013923,Q14393
D013927,Q14393
D009765,Q29RX5
D008106,Q6UWH4
D000230,P01350
D003110,P01350
D005767,P01350
D008175,P01350
D010437,P01350
D015427,P01350
D013274,P01350
D009190,P15976
D013921,P15976
D001161,P23769
D019465,P23769
D015470,P23769
D009190,P23769
D014657,P23769
D001172,P23771
D002277,P23771
D004802,P23771
D006689,P23771
D007249,P23771
D007676,P23771
D015674,P23771
D008325,P23771
D054198,P23771
D001281,P43694
D006332,P43694
D015179,P43694
D004195,P43694
D064420,P43694
D006345,P43694
D006470,P43694
D009203,P43694
D020257,P43694
D015179,Q9BWX5
D064420,Q05CA6
D006470,Q05CA6
D008175,Q05CA6
D013274,Q86YP4
D002277,P50440
D006333,P50440
D007674,P50440
D015674,P50440
D008325,P50440
D017202,P50440
D009336,P50440
D006976,P04062
D010300,P04062
D020734,P04062
D006528,Q9H227
D019966,Q9H227
D008106,Q8TCE5
D017202,Q8TCE5
D008106,Q96PP9
D058186,P38435
D001172,P38435
D056486,P38435
D064420,P38435
D006501,P38435
D008103,P38435
D008106,P38435
D017114,P38435
D008175,P38435
D009103,P38435
D012559,P38435
D012772,P38435
D019970,Q96CN9
D000855,P01275
D001919,P01275
D002375,P01275
D003092,P01275
D003110,P01275
D003128,P01275
D003248,P01275
D003924,P01275
D006331,P01275
D006333,P01275
D006943,P01275
D006946,P01275
D006948,P01275
D006949,P01275
D006973,P01275
D007022,P01275
D007035,P01275
D009765,P01275
D011041,P01275
D013035,P01275
D013272,P01275
D013610,P01275
D013616,P01275
D013651,P01275
D014652,P01275
D004409,P30793
D004421,P30793
D006973,P30793
D018476,P30793
D009127,P30793
D017202,P30793
D010146,P30793
D008106,P30047
D003921,Q53Y25
D003924,Q53Y25
D006943,Q53Y25
D008106,Q53Y25
D003924,Q14397
D015228,Q14397
D000743,Q14TF0
D002289,Q14TF0
D002471,Q14TF0
D056486,Q14TF0
D003924,Q14TF0
D006973,Q14TF0
D008175,Q14TF0
D009203,Q14TF0
D017202,Q14TF0
D056486,P48507
D003924,P48507
D009203,P48507
D008106,Q02742
D011471,Q02742
D002277,Q5SZC6
D056486,Q5SZC6
D015674,Q5SZC6
D008325,Q5SZC6
D006330,P27539
D001943,P55107
D008654,P55107
D006528,Q99988
D003324,Q99988
D006333,Q99988
D017379,Q99988
D008545,Q99988
D017202,Q99988
D009362,Q99988
D011471,Q99988
D015430,Q99988
D006528,Q9UK05
D006976,Q9UK05
D004487,Q9NR23
D006330,Q9NR23
D001172,Q2NKW7
D010003,Q2NKW7
D056486,P31150
D019969,P39905
D019970,P39905
D004409,P39905
D005909,P39905
D005910,P39905
D006930,P39905
D019636,P39905
D009461,P39905
D010300,P39905
D010302,P39905
D020734,P39905
D010673,P39905
D013226,P39905
D008064,Q7L5L3
D004195,P14136
D004827,P14136
D006930,P14136
D009422,P14136
D010300,P14136
D010523,P14136
D058186,P55789
D017114,P55789
D015470,Q99684
D003324,Q9NXC2
D009135,Q06210
D009765,Q06210
D008106,P56159
D009437,P56159
D001778,P38435
D003324,P38435
D001172,Q92820
D002295,Q92820
D056486,Q92820
D015179,Q92820
D008106,Q92820
D001749,Q92820
D002277,Q6NZY2
D008107,Q6NZY2
D015674,Q6NZY2
D008325,Q6NZY2
D009203,Q6NZY2
D011471,Q6NZY2
D008106,Q4G0N0
D053099,Q6IYF1
D002318,Q6IYF1
D006130,Q6IYF1
D007333,Q6IYF1
D008106,Q6IYF1
D008325,Q6IYF1
D009133,Q6IYF1
D009765,Q6IYF1
D010911,Q6IYF1
D015430,Q6IYF1
D015431,Q6IYF1
D001321,Q9NRZ8
D006528,Q9NRZ8
D008106,Q9NRZ8
D017202,Q9NRZ8
D011471,Q9NRZ8
D011654,P01286
D000230,Q9UBU3
D019970,Q9UBU3
D003092,Q9UBU3
D003866,Q9UBU3
D004938,Q9UBU3
D006333,Q9UBU3
D009410,Q9UBU3
D009436,Q9UBU3
D009765,Q9UBU3
D015427,Q9UBU3
D012640,Q9UBU3
D013276,Q9UBU3
D015430,Q9UBU3
D001172,Q9NXP7
D006528,Q14691
D000855,P09681
D002289,Q4VBP1
D001289,Q9BSI3
D002471,Q9BSI3
D006948,Q9BSI3
D008569,Q9BSI3
D000236,P17302
D001145,P17302
D001321,P17302
D001943,P17302
D006930,P17302
D006973,P17302
D008106,P17302
D008175,P17302
D015428,P17302
D011471,P17302
D012878,P17302
D006973,Q5JW71
D008106,Q5JW71
D001281,P36382
D006973,P36382
D002386,P48165
D000236,P08034
D006528,P08034
D002292,P08034
D008113,P08034
D008114,P08034
D008175,P08034
D009362,P08034
D011230,P08034
D015427,P08034
D003638,P29033
D006319,P29033
D007634,P29033
D011565,P29033
D012878,P29033
D006973,Q5H9P2
D010523,Q8NFK1
D008106,P32189
D017202,P32189
D000230,Q53YU7
D013274,Q53YU7
D006528,P08151
D015473,P08151
D016403,P08151
D010523,P08151
D001749,P08151
D004195,Q6RSW2
D015473,Q6RSW2
D012878,Q6RSW2
D009436,P10071
D013274,P10071
D008106,P48060
D007674,Q9BZE0
D003924,Q1PHK4
D001008,Q04760
D001321,Q04760
D003866,Q04760
D008545,Q04760
D003924,P43220
D006965,P43220
D006973,P43220
D009369,P43220
D020821,Q14C71
D008106,Q53TX0
D010003,Q53TX0
D008106,Q0VD99
D008106,Q68CQ7
D056486,Q9UQV0
D005317,Q9UQV0
D022124,Q9UQV0
D006946,Q9UQV0
D006528,P15104
D006501,P15104
D008114,P15104
D009765,P15104
D002277,Q8IVK1
D015674,Q8IVK1
D008325,Q8IVK1
D009361,Q8IVK1
D000230,Q86SZ5
D013274,Q86SZ5
D006330,P29992
D008545,P29992
D017202,Q03113
D002051,Q14344
D000647,P63096
D013375,P63096
D054537,Q99061
D001919,Q99061
D001943,Q99061
D002277,Q99061
D008106,Q99061
D015674,Q99061
D008325,Q99061
D000647,P08754
D004421,P38405
D020821,P38405
D006528,Q8N6I9
D004827,Q8N6I9
D013375,Q8N6I9
D000419,P50148
D001778,P50148
D019465,P50148
D005923,P50148
D006330,P50148
D008545,P50148
D006973,Q5JWE9
D000860,Q5JWE9
D007333,Q5JWE9
D009765,Q5JWE9
D012120,Q5JWE9
D013375,Q5JWE9
D013610,Q5JWE9
D003117,Q5T697
D006528,Q8N652
D001008,P62873
D003866,P62873
D009190,P62873
D054198,P62873
D003324,P16520
D003924,P16520
D006973,P16520
D009765,P16520
D012640,P16520
D015430,P16520
D001281,Q9HAV0
D015179,Q9HAV0
D015179,Q96F32
D011471,P63218
D008107,Q9UK08
D006528,Q14749
D006505,Q14749
D020138,Q14749
D008113,Q14749
D065626,Q14749
D011471,Q14749
D008106,P46926
D009765,Q8TDQ7
D004195,Q96EK6
D001919,P01148
D006261,P01148
D006966,P01148
D006973,P01148
D007035,P01148
D012128,P01148
D013610,P01148
D014839,P01148
D015431,P01148
D011471,Q86W71
D012871,Q86W71
D004195,Q8NBJ4
D001281,Q9HD26
D008545,Q9HD26
D010024,Q5T7V8
D056486,P17174
D008106,P17174
D006973,P07359
D013927,P07359
D019465,P13224
D006330,P13224
D013921,P13224
D003924,Q8N1A3
D013921,P14770
D003921,Q8N1G6
D008106,Q8N1G6
D008545,Q8N1G6
D003248,Q8TDU6
D006528,Q8IYG2
D008654,Q8IYG2
D019465,Q86SV6
D000419,P78333
D009404,P78333
D019465,Q9Y625
D017880,Q9Y625
D010024,Q9Y625
D009362,Q9NPB8
D056486,P21695
D005234,Q8N335
D003921,Q53T76
D003924,Q53T76
D010024,Q53T76
D000015,Q99527
D001943,Q99527
D006529,Q99527
D006930,Q99527
D008113,Q99527
D008545,Q96T91
D019970,Q9NQX3
D015473,Q9NQX3
D000743,P06744
D001943,P06744
D004195,Q9BRB3
D006528,Q86YB0
D058186,Q96F58
D001943,Q96F58
D015179,Q96F58
D008106,Q96F58
D017114,Q96F58
D002289,Q8IZ08
D010051,Q8NGU9
D012559,Q6NV75
D001321,Q49AJ5
D006529,Q49AJ5
D006528,Q5T848
D020520,Q13304
D006937,Q13304
D007333,Q13304
D024821,Q13304
D009765,Q13304
D006528,Q7Z4H2
D006943,Q9Y2T6
D015228,Q9Y2T6
D009369,Q9Y2T6
D015430,Q9Y2T6
D008106,Q6NWR6
D001172,Q8NFJ5
D019970,Q86YR5
D056486,P24298
D005234,P24298
D008106,P24298
D008107,P24298
D065626,P24298
D015427,P24298
D001321,Q7L4Q3
D002545,Q7L4Q3
D001943,Q7L4Q3
D002294,Q7L4Q3
D002295,Q7L4Q3
D002311,Q7L4Q3
D002318,Q7L4Q3
D003921,Q7L4Q3
D003924,Q7L4Q3
D004827,Q7L4Q3
D005234,Q7L4Q3
D006258,Q7L4Q3
D006943,Q7L4Q3
D006946,Q7L4Q3
D006973,Q7L4Q3
D006980,Q7L4Q3
D008175,Q7L4Q3
D009765,Q7L4Q3
D010024,Q7L4Q3
D010300,Q7L4Q3
D015427,Q7L4Q3
D001749,Q7L4Q3
D001943,P18283
D008113,P18283
D009362,P18283
D000230,Q6NXQ3
D004715,Q6NXQ3
D007333,Q6NXQ3
D008113,Q6NXQ3
D008175,Q6NXQ3
D009369,Q6NXQ3
D019636,Q6NXQ3
D009765,Q6NXQ3
D011471,Q6NXQ3
D001943,Q6PJX4
D015179,Q6PJX4
D020964,Q6PJX4
D005234,Q6PJX4
D005355,Q6PJX4
D018149,Q6PJX4
D006333,Q6PJX4
D008106,Q8TED1
D003924,Q53QQ0
D015430,Q53QQ0
D000230,Q14451
D001943,Q14451
D002292,Q14451
D008175,Q14451
D011471,Q14451
D004715,Q6IPM5
D011471,Q6IPM5
D005313,Q8TE85
D009436,Q8TE85
D011471,Q5M7Z5
D001321,P42261
D019970,P42261
D006948,P42261
D007022,P42261
D007859,P42261
D000857,P42261
D020018,P42261
D013375,P42261
D019970,P42262
D006948,P42262
D000857,P42262
D013226,P42262
D013375,P42262
D020018,Q9P0H2
D019966,Q1WWK6
D015179,Q9ULK0
D012640,Q9UNN1
D001321,Q9BZ15
D001714,Q9BZ15
D001943,Q9BZ15
D002289,Q9BZ15
D003110,Q9BZ15
D004938,Q9BZ15
D005909,Q9BZ15
D008113,Q9BZ15
D010051,Q9BZ15
D012559,Q9BZ15
D020018,Q9BZ15
D019966,Q9BZ15
D012559,Q16478
D019970,Q5VSF9
D004195,Q5VSF9
D006930,Q5VSF9
D010146,Q5VSF9
D011618,Q5VSF9
D001321,Q547U9
D001714,Q547U9
D015179,Q547U9
D004827,Q547U9
D008545,Q547U9
D013064,Q547U9
D013375,Q547U9
D004827,Q13224
D006930,Q13224
D007022,Q13224
D012559,Q13224
D007172,Q8TCU5
D009437,Q71VB6
D001172,P25098
D006332,P25098
D009202,P25098
D002318,P25098
D020964,P25098
D006333,P25098
D006973,P25098
D001714,P35626
D056486,P32298
D002318,Q24JT8
D008107,Q24JT8
D001172,Q96AD6
D001289,Q13255
D004827,Q13255
D013226,Q13255
D019969,Q14416
D011605,Q14416
D012559,Q14416
D008545,Q14832
D012559,Q14832
D009410,Q14833
D001289,P41594
D019970,P41594
D003929,P41594
D009437,P41594
D013226,P41594
D019966,P41594
D001289,Q14831
D019966,Q14831
D003704,P28799
D008106,P28799
D009410,P28799
D000647,Q6LDX5
D006258,Q6LDX5
D008114,Q6LDX5
D011537,Q6LDX5
D008569,P30550
D011471,P30550
D004195,Q9BQ67
D019465,P56915
D001249,Q8TAX9
D001714,P49840
D003866,P49840
D012559,P49840
D000015,Q86TM2
D058186,Q86TM2
D000544,Q86TM2
D001169,Q86TM2
D001714,Q86TM2
D001930,Q86TM2
D001943,Q86TM2
D006332,Q86TM2
D002471,Q86TM2
D003072,Q86TM2
D003866,Q86TM2
